INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Lingeling_587_Time, Lingeling_587_opt, Lingeling_587_solved, Lingeling_587_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_Time, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_opt, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_solved, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, Plingeling_587_Time, Plingeling_587_opt, Plingeling_587_solved, Plingeling_587_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt_Time, CryptoMiniSat_Strange-Night-2-mt_opt, CryptoMiniSat_Strange-Night-2-mt_solved, CryptoMiniSat_Strange-Night-2-mt_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-industrial\(fixed\)_Time, borg-sat_11.03.02-seq-industrial\(fixed\)_opt, borg-sat_11.03.02-seq-industrial\(fixed\)_solved, borg-sat_11.03.02-seq-industrial\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-par-industrial\(fixed\)_Time, borg-sat_11.03.02-par-industrial\(fixed\)_opt, borg-sat_11.03.02-par-industrial\(fixed\)_solved, borg-sat_11.03.02-par-industrial\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-industrial_Time, borg-sat_11.03.02-industrial_opt, borg-sat_11.03.02-industrial_solved, borg-sat_11.03.02-industrial_PAR
241, 363.971, 1, 363.964, 999, 241, 5000.05, 0, 4999.92, 999, 241, 1237.38, 1, 1237.41, 999, 241, 1335.29, 1, 1335.27, 999, 241, 39.777, 1, 39.8024, 999, 241, 836.943, 1, 836.925, 999, 241, 339.767, 1, 339.792, 999, 241, 5000.11, 0, 5000.04, 999, 241, 40.0739, 1, 40.0772, 999, 241, 290.354, 1, 290.361, 999, 241, 412.799, 1, 412.812, 999, 241, 2329.18, 1, 2329.14, 999, 241, 5000.03, 0, 4999.92, 999, 241, 334.938, 1, 334.991, 999, 241, 4576.09, 1, 572.968, 999, 241, 5000.03, 0, 4999.92, 999, 241, 1823.49, 1, 1823.52, 999, 241, 936.624, 1, 936.616, 999, 241, 274.571, 1, 274.566, 999, 241, 3773.29, 1, 476.605, 999, 241, 4512.33, 1, 1131.9, 999, 241, 6733.45, 1, 848.07, 999, 241, 3934.81, 1, 493.994, 999, 241, 4670.78, 1, 586.906, 999, 241, 6904.14, 1, 867.006, 999, 241, 40001.0, 0, 5009.88, 999, 241, 5000.05, 0, 5018.95, 999, 241, 1752.58, 1, 1752.57, 999, 241, 5000.13, 0, 4999.96, 999, 241, 7270.12, 1, 972.377, 999, 241, 1799.14, 1, 307.424, 999
242, 16.4395, 1, 16.4402, 999, 242, 15.4417, 1, 15.4429, 999, 242, 21.9127, 1, 21.9384, 999, 242, 17.5243, 1, 17.5248, 999, 242, 11.0693, 1, 11.0723, 999, 242, 13.6669, 1, 13.6671, 999, 242, 17.0234, 1, 17.0259, 999, 242, 19.814, 1, 19.8132, 999, 242, 11.1083, 1, 11.1086, 999, 242, 16.5075, 1, 16.5118, 999, 242, 14.5918, 1, 14.5939, 999, 242, 17.5263, 1, 17.5343, 999, 242, 24.4563, 1, 24.4678, 999, 242, 25.3561, 1, 25.3654, 999, 242, 208.81, 1, 26.37, 999, 242, 24.5863, 1, 24.5976, 999, 242, 24.3593, 1, 24.3644, 999, 242, 12.1871, 1, 12.2138, 999, 242, 24.3173, 0, 24.3173, 999, 242, 94.0287, 1, 14.8607, 999, 242, 41.5647, 1, 12.2078, 999, 242, 112.046, 1, 17.1815, 999, 242, 173.263, 1, 22.6875, 999, 242, 164.357, 1, 21.6027, 999, 242, 256.164, 1, 36.4922, 999, 242, 288.266, 1, 40.4285, 999, 242, 62.3665, 1, 62.5845, 999, 242, 77.49, 1, 77.5547, 999, 242, 16.1165, 1, 16.1197, 999, 242, 210.156, 1, 50.4523, 999, 242, 166.607, 1, 45.3132, 999
243, 514.427, 1, 514.415, 999, 243, 5000.08, 0, 4999.92, 999, 243, 3762.25, 1, 3762.19, 999, 243, 20.1619, 1, 20.1625, 999, 243, 506.33, 1, 506.357, 999, 243, 362.99, 1, 362.981, 999, 243, 65.639, 1, 65.6394, 999, 243, 5000.11, 0, 5000.03, 999, 243, 214.015, 1, 214.011, 999, 243, 5000.06, 0, 4999.92, 999, 243, 5000.01, 0, 4999.91, 999, 243, 5000.04, 0, 4999.91, 999, 243, 135.472, 1, 135.473, 999, 243, 144.691, 1, 144.69, 999, 243, 549.83, 1, 68.9031, 999, 243, 136.092, 1, 136.097, 999, 243, 68.8645, 1, 68.8644, 999, 243, 75.0626, 1, 75.0731, 999, 243, 342.551, 1, 342.54, 999, 243, 95.5655, 1, 12.456, 999, 243, 1008.19, 1, 252.809, 999, 243, 8228.98, 1, 1031.16, 999, 243, 296.592, 1, 37.5761, 999, 243, 109.853, 1, 14.2152, 999, 243, 562.38, 1, 71.8765, 999, 243, 339.214, 1, 45.7689, 999, 243, 415.121, 1, 414.682, 999, 243, 639.43, 1, 639.533, 999, 243, 729.329, 1, 729.337, 999, 243, 380.648, 1, 57.154, 999, 243, 177.183, 1, 31.7432, 999
244, 105.096, 1, 105.095, 999, 244, 5000.11, 0, 5000.02, 999, 244, 211.899, 1, 211.91, 999, 244, 356.796, 1, 356.789, 999, 244, 63.2864, 1, 63.2847, 999, 244, 184.943, 1, 185.045, 999, 244, 200.157, 1, 200.249, 999, 244, 5000.12, 0, 4999.93, 999, 244, 46.5439, 1, 46.5437, 999, 244, 2386.95, 1, 2386.88, 999, 244, 511.454, 1, 511.443, 999, 244, 1053.04, 1, 1053.02, 999, 244, 124.81, 1, 124.818, 999, 244, 99.2009, 1, 99.2018, 999, 244, 976.307, 1, 122.298, 999, 244, 124.934, 1, 124.935, 999, 244, 45.0831, 1, 45.0863, 999, 244, 196.089, 1, 196.087, 999, 244, 222.509, 1, 222.505, 999, 244, 319.143, 1, 46.2727, 999, 244, 822.781, 1, 206.767, 999, 244, 434.266, 1, 54.9898, 999, 244, 678.04, 1, 85.462, 999, 244, 542.534, 1, 68.8413, 999, 244, 327.779, 1, 47.1101, 999, 244, 364.662, 1, 46.3137, 999, 244, 183.609, 1, 183.652, 999, 244, 160.24, 1, 160.378, 999, 244, 617.617, 1, 617.598, 999, 244, 530.303, 1, 81.3577, 999, 244, 211.928, 1, 41.6871, 999
245, 5000.15, 0, 4999.94, 999, 245, 5000.1, 0, 5000.02, 999, 245, 5000.09, 0, 4999.96, 999, 245, 5000.27, 0, 5000.16, 999, 245, 5000.27, 0, 5000.19, 999, 245, 5000.25, 0, 5000.1, 999, 245, 5000.07, 0, 4999.94, 999, 245, 5000.12, 0, 5000.0, 999, 245, 5000.31, 0, 5000.55, 999, 245, 5000.06, 0, 4999.92, 999, 245, 5000.08, 0, 5000.01, 999, 245, 5000.01, 0, 4999.91, 999, 245, 5000.08, 0, 4999.93, 999, 245, 5000.0, 0, 4999.92, 999, 245, 40000.1, 0, 5005.22, 999, 245, 5000.05, 0, 4999.93, 999, 245, 5000.36, 0, 5000.35, 999, 245, 5000.07, 0, 5000.01, 999, 245, 5000.05, 0, 4999.93, 999, 245, 39104.2, 0, 5103.09, 999, 245, 5617.39, 0, 1430.62, 999, 245, 38981.6, 0, 5103.23, 999, 245, 40000.4, 0, 5011.34, 999, 245, 40000.7, 0, 5014.32, 999, 245, 34610.3, 0, 5100.52, 999, 245, 38715.6, 0, 5100.49, 999, 245, 2652.26, 0, 2650.39, 999, 245, 5000.01, 0, 4999.93, 999, 245, 5000.28, 0, 5000.12, 999, 245, 7182.94, 0, 1056.08, 999, 245, 4287.4, 0, 726.48, 999
246, 1771.37, 2, 1771.31, 999, 246, 703.934, 2, 703.955, 999, 246, 1650.26, 2, 1650.23, 999, 246, 769.674, 2, 769.695, 999, 246, 4682.14, 0, 4682.02, 999, 246, 5000.39, 0, 5000.31, 999, 246, 5000.09, 0, 4999.96, 999, 246, 323.644, 2, 323.638, 999, 246, 5000.6, 0, 5000.52, 999, 246, 5000.04, 0, 5000.12, 999, 246, 5000.1, 0, 5000.01, 999, 246, 5000.09, 0, 5006.61, 999, 246, 604.533, 2, 604.53, 999, 246, 5000.07, 0, 4999.94, 999, 246, 7055.37, 2, 1016.12, 999, 246, 609.42, 2, 609.405, 999, 246, 734.864, 2, 735.581, 999, 246, 5000.05, 0, 4999.91, 999, 246, 2365.08, 2, 2365.01, 999, 246, 3869.42, 2, 539.857, 999, 246, 4403.78, 0, 1112.5, 999, 246, 3665.55, 2, 517.748, 999, 246, 3011.9, 2, 389.645, 999, 246, 2901.42, 2, 374.072, 999, 246, 4258.18, 2, 703.05, 999, 246, 4210.62, 2, 675.58, 999, 246, 3823.52, 0, 3819.78, 999, 246, 4559.75, 2, 4560.02, 999, 246, 658.023, 2, 658.002, 999, 246, 8220.39, 2, 1191.04, 999, 246, 9280.15, 2, 1329.74, 999
247, 1683.09, 2, 1683.05, 999, 247, 552.98, 2, 552.967, 999, 247, 1938.6, 2, 1938.64, 999, 247, 593.117, 2, 593.1, 999, 247, 1195.66, 2, 1195.63, 999, 247, 885.053, 2, 885.028, 999, 247, 3998.74, 2, 3998.65, 999, 247, 686.442, 2, 686.42, 999, 247, 1210.56, 2, 1210.67, 999, 247, 2494.79, 2, 2494.74, 999, 247, 980.848, 2, 980.845, 999, 247, 2632.65, 2, 2632.58, 999, 247, 1039.44, 2, 1039.49, 999, 247, 5000.0, 0, 4999.91, 999, 247, 9410.39, 2, 1349.62, 999, 247, 1060.14, 2, 1060.12, 999, 247, 887.954, 2, 887.93, 999, 247, 5000.09, 0, 5000.01, 999, 247, 1516.51, 2, 1516.52, 999, 247, 7575.47, 2, 1603.92, 999, 247, 6577.36, 0, 1652.79, 999, 247, 7189.01, 2, 1467.82, 999, 247, 8339.53, 2, 1060.34, 999, 247, 8635.97, 2, 1098.61, 999, 247, 13193.4, 2, 2383.28, 999, 247, 12521.7, 2, 2339.86, 999, 247, 2793.05, 0, 2791.19, 999, 247, 4783.75, 2, 4783.8, 999, 247, 2156.47, 2, 2156.42, 999, 247, 3866.5, 0, 1051.42, 999, 247, 4601.78, 0, 1141.11, 999
248, 1931.51, 2, 1931.49, 999, 248, 858.928, 2, 858.912, 999, 248, 2514.21, 2, 2514.15, 999, 248, 718.86, 2, 718.844, 999, 248, 1109.74, 2, 1109.72, 999, 248, 1259.73, 2, 1259.7, 999, 248, 4126.3, 2, 4126.23, 999, 248, 784.154, 2, 784.128, 999, 248, 1110.78, 2, 1110.75, 999, 248, 3551.98, 2, 3551.92, 999, 248, 1407.4, 2, 1407.35, 999, 248, 3664.13, 2, 3664.03, 999, 248, 1537.44, 2, 1537.41, 999, 248, 5000.03, 0, 4999.92, 999, 248, 7818.19, 2, 1123.34, 999, 248, 1543.03, 2, 1542.99, 999, 248, 1478.14, 2, 1478.12, 999, 248, 5000.09, 0, 5000.02, 999, 248, 2081.67, 2, 2081.64, 999, 248, 9193.94, 2, 2046.58, 999, 248, 10482.4, 0, 2629.72, 999, 248, 9081.04, 2, 1926.43, 999, 248, 9480.09, 2, 1206.93, 999, 248, 9762.18, 2, 1243.11, 999, 248, 17961.7, 2, 3370.21, 999, 248, 17168.5, 2, 3075.49, 999, 248, 2092.65, 0, 2091.5, 999, 248, 5000.11, 0, 5000.23, 999, 248, 3800.54, 2, 3800.43, 999, 248, 3877.12, 0, 1239.25, 999, 248, 3423.22, 0, 1134.91, 999
249, 5000.2, 0, 5000.05, 999, 249, 3056.65, 2, 3056.58, 999, 249, 2505.47, 2, 2505.4, 999, 249, 5000.38, 0, 5000.2, 999, 249, 5000.25, 0, 5000.33, 999, 249, 5000.25, 0, 5000.11, 999, 249, 5000.12, 0, 5000.14, 999, 249, 5000.16, 0, 5000.05, 999, 249, 5000.27, 0, 5000.15, 999, 249, 5000.05, 0, 5000.02, 999, 249, 5000.01, 0, 4999.91, 999, 249, 5000.02, 0, 5000.01, 999, 249, 2209.49, 2, 2209.43, 999, 249, 5000.04, 0, 5000.12, 999, 249, 37620.0, 2, 4707.7, 999, 249, 2200.85, 2, 2200.82, 999, 249, 3486.91, 2, 3486.78, 999, 249, 5000.03, 0, 4999.91, 999, 249, 5000.09, 0, 4999.93, 999, 249, 35293.0, 0, 5102.27, 999, 249, 3081.35, 0, 792.491, 999, 249, 39473.4, 2, 5006.67, 999, 249, 10012.2, 2, 1260.49, 999, 249, 11516.8, 2, 1448.97, 999, 249, 15706.6, 2, 1982.07, 999, 249, 15416.4, 2, 1938.96, 999, 249, 5000.1, 0, 4994.39, 999, 249, 5000.09, 0, 5000.52, 999, 249, 3514.2, 2, 3514.1, 999, 249, 13089.5, 0, 1758.32, 999, 249, 11823.2, 0, 1615.95, 999
250, 45.776, 2, 45.7752, 999, 250, 27.5908, 2, 27.5907, 999, 250, 66.1999, 2, 66.199, 999, 250, 50.1784, 2, 50.182, 999, 250, 38.1182, 2, 38.1187, 999, 250, 35.8226, 2, 35.8241, 999, 250, 35.9435, 2, 36.1068, 999, 250, 32.3191, 2, 32.3189, 999, 250, 49.4165, 2, 49.419, 999, 250, 40.3029, 2, 40.3043, 999, 250, 21.5667, 2, 21.5708, 999, 250, 30.4874, 2, 30.4875, 999, 250, 49.9534, 2, 49.9549, 999, 250, 28.1027, 2, 28.1034, 999, 250, 287.168, 2, 36.2251, 999, 250, 50.0564, 2, 50.0557, 999, 250, 108.4, 2, 108.474, 999, 250, 42.1716, 2, 42.172, 999, 250, 55.3876, 2, 55.3894, 999, 250, 311.324, 2, 42.07, 999, 250, 62.9814, 2, 18.0369, 999, 250, 234.728, 2, 32.55, 999, 250, 437.157, 2, 56.0796, 999, 250, 429.755, 2, 55.1594, 999, 250, 868.532, 2, 109.041, 999, 250, 855.807, 2, 107.528, 999, 250, 99.5879, 2, 99.8495, 999, 250, 177.54, 2, 177.699, 999, 250, 50.6273, 2, 50.6271, 999, 250, 331.507, 2, 95.959, 999, 250, 351.099, 2, 99.1873, 999
251, 2.90156, 2, 2.90218, 999, 251, 2.94455, 2, 2.94442, 999, 251, 5.86611, 2, 5.86597, 999, 251, 3.05853, 2, 3.05867, 999, 251, 2.91056, 2, 2.91284, 999, 251, 2.91156, 2, 2.91148, 999, 251, 3.00354, 0, 3.0026, 999, 251, 3.14252, 2, 3.14258, 999, 251, 2.92055, 2, 2.92081, 999, 251, 11.7222, 2, 11.7265, 999, 251, 12.2601, 2, 12.2599, 999, 251, 11.5692, 2, 11.5709, 999, 251, 1.9497, 2, 1.95055, 999, 251, 11.2763, 2, 11.2799, 999, 251, 18.8981, 2, 3.8871, 999, 251, 1.79273, 2, 1.79203, 999, 251, 8.41072, 2, 8.4173, 999, 251, 12.3931, 2, 12.3937, 999, 251, 4.67929, 2, 4.68031, 999, 251, 3.53446, 2, 3.53559, 999, 251, 12.3891, 2, 12.3891, 999, 251, 3.52146, 2, 3.52265, 999, 251, 14.8137, 2, 5.75226, 999, 251, 15.8666, 2, 6.26279, 999, 251, 119.011, 2, 15.9682, 999, 251, 120.712, 2, 16.9527, 999, 251, 441.068, 2, 443.117, 999, 251, 90.06, 2, 90.2175, 999, 251, 32.568, 2, 32.5733, 999, 251, 459.003, 2, 396.259, 999, 251, 476.701, 2, 402.136, 999
252, 4.21436, 2, 4.21436, 999, 252, 4.02839, 2, 4.03042, 999, 252, 20.8188, 2, 20.8185, 999, 252, 4.39833, 2, 4.39882, 999, 252, 4.00339, 2, 4.00411, 999, 252, 4.21336, 2, 4.21421, 999, 252, 4.14837, 2, 4.14956, 999, 252, 4.40933, 2, 4.41465, 999, 252, 4.02239, 2, 4.02357, 999, 252, 11.6522, 2, 11.6534, 999, 252, 12.0482, 2, 12.051, 999, 252, 12.6661, 2, 12.7511, 999, 252, 20.2289, 2, 20.246, 999, 252, 11.1513, 2, 11.1516, 999, 252, 59.483, 2, 8.02773, 999, 252, 19.1241, 2, 19.1238, 999, 252, 20.8668, 2, 20.9172, 999, 252, 11.5292, 2, 11.5297, 999, 252, 14.5268, 2, 14.5261, 999, 252, 26.568, 2, 26.1731, 999, 252, 15.5396, 2, 13.3953, 999, 252, 26.367, 2, 25.9646, 999, 252, 57.0583, 2, 9.93947, 999, 252, 67.3828, 2, 11.4704, 999, 252, 225.465, 2, 29.8063, 999, 252, 211.575, 2, 28.3693, 999, 252, 206.308, 2, 206.553, 999, 252, 123.61, 2, 123.751, 999, 252, 19.627, 2, 19.6299, 999, 252, 312.397, 2, 227.352, 999, 252, 251.315, 2, 201.577, 999
253, 19.756, 2, 19.7573, 999, 253, 19.0691, 2, 19.0705, 999, 253, 184.65, 2, 184.646, 999, 253, 19.477, 2, 19.4758, 999, 253, 18.0832, 2, 18.0835, 999, 253, 19.2641, 2, 19.273, 999, 253, 18.8641, 2, 18.8668, 999, 253, 18.8641, 2, 18.8639, 999, 253, 18.3202, 2, 18.3198, 999, 253, 8.5287, 2, 8.52861, 999, 253, 4.38633, 2, 4.88447, 999, 253, 8.21075, 2, 13.18, 999, 253, 100.972, 2, 100.97, 999, 253, 8.73667, 2, 8.73712, 999, 253, 125.583, 2, 23.7222, 999, 253, 100.871, 2, 100.868, 999, 253, 42.8545, 2, 42.8546, 999, 253, 9.75552, 2, 9.75625, 999, 253, 35.8436, 2, 35.8434, 999, 253, 1927.13, 2, 1923.74, 999, 253, 27.2119, 0, 12.7649, 999, 253, 1931.41, 2, 1928.39, 999, 253, 140.6, 2, 33.7346, 999, 253, 147.227, 2, 32.9139, 999, 253, 478.687, 2, 65.643, 999, 253, 448.15, 2, 62.6955, 999, 253, 4707.97, 2, 4708.03, 999, 253, 159.535, 2, 159.717, 999, 253, 108.624, 2, 108.623, 999, 253, 4771.63, 2, 4689.73, 999, 253, 4745.69, 2, 4686.42, 999
254, 26.354, 1, 26.3545, 999, 254, 36.6004, 1, 36.6013, 999, 254, 109.579, 1, 109.639, 999, 254, 43.2694, 1, 43.2736, 999, 254, 29.1236, 1, 29.126, 999, 254, 23.7384, 1, 23.7385, 999, 254, 39.728, 1, 39.7441, 999, 254, 56.3414, 1, 56.3396, 999, 254, 33.9348, 1, 33.9359, 999, 254, 79.093, 1, 79.0926, 999, 254, 44.0243, 1, 44.0271, 999, 254, 71.5331, 1, 71.5476, 999, 254, 68.4036, 1, 68.4416, 999, 254, 43.8643, 1, 43.8734, 999, 254, 593.517, 1, 74.8377, 999, 254, 68.6086, 1, 68.6455, 999, 254, 273.948, 1, 273.981, 999, 254, 36.1165, 1, 36.1391, 999, 254, 170.412, 1, 170.417, 999, 254, 302.772, 1, 39.983, 999, 254, 114.942, 1, 35.566, 999, 254, 305.042, 1, 41.1767, 999, 254, 452.317, 1, 59.1922, 999, 254, 460.12, 1, 59.9247, 999, 254, 1402.01, 1, 180.603, 999, 254, 1433.95, 1, 182.662, 999, 254, 326.105, 1, 341.443, 999, 254, 824.18, 1, 824.304, 999, 254, 123.835, 1, 123.836, 999, 254, 1041.57, 1, 209.665, 999, 254, 738.997, 1, 171.76, 999
255, 96.3274, 2, 96.3276, 999, 255, 48.2047, 2, 48.2063, 999, 255, 360.656, 2, 360.647, 999, 255, 83.3543, 2, 83.3529, 999, 255, 100.864, 2, 100.861, 999, 255, 151.305, 2, 151.304, 999, 255, 88.5795, 2, 88.5775, 999, 255, 86.7338, 2, 86.7323, 999, 255, 44.7592, 2, 44.76, 999, 255, 265.055, 2, 265.053, 999, 255, 85.482, 2, 85.4966, 999, 255, 121.995, 2, 127.623, 999, 255, 262.589, 2, 262.581, 999, 255, 97.6092, 2, 97.6287, 999, 255, 2175.88, 2, 275.352, 999, 255, 262.666, 2, 262.773, 999, 255, 1050.63, 2, 1050.61, 999, 255, 168.555, 2, 168.564, 999, 255, 569.535, 2, 569.528, 999, 255, 1734.77, 2, 222.811, 999, 255, 451.325, 2, 138.517, 999, 255, 1897.82, 2, 243.58, 999, 255, 1334.91, 2, 172.444, 999, 255, 1767.18, 2, 226.803, 999, 255, 2639.7, 2, 353.607, 999, 255, 2512.84, 2, 352.284, 999, 255, 1088.16, 2, 1100.23, 999, 255, 1816.9, 2, 1817.01, 999, 255, 836.146, 2, 836.185, 999, 255, 2257.0, 2, 594.767, 999, 255, 2380.18, 2, 610.495, 999
256, 105.367, 2, 105.367, 999, 256, 124.577, 2, 124.577, 999, 256, 137.864, 2, 137.861, 999, 256, 127.239, 2, 127.236, 999, 256, 79.3799, 2, 79.3797, 999, 256, 96.4893, 2, 96.4889, 999, 256, 106.913, 2, 106.911, 999, 256, 1282.35, 2, 1282.32, 999, 256, 79.243, 2, 79.2478, 999, 256, 195.188, 2, 195.198, 999, 256, 79.111, 2, 79.1146, 999, 256, 307.347, 2, 307.355, 999, 256, 133.931, 2, 133.926, 999, 256, 128.813, 2, 128.932, 999, 256, 1603.47, 2, 200.675, 999, 256, 134.767, 2, 134.761, 999, 256, 416.566, 2, 416.557, 999, 256, 124.806, 2, 124.805, 999, 256, 280.617, 2, 280.612, 999, 256, 608.072, 2, 87.333, 999, 256, 234.24, 2, 59.143, 999, 256, 658.352, 2, 82.8109, 999, 256, 958.4, 2, 120.297, 999, 256, 936.969, 2, 117.821, 999, 256, 1846.06, 2, 231.081, 999, 256, 1967.26, 2, 246.49, 999, 256, 571.674, 2, 586.419, 999, 256, 576.13, 2, 576.272, 999, 256, 416.132, 2, 416.124, 999, 256, 1573.75, 2, 224.292, 999, 256, 1314.64, 2, 195.035, 999
257, 77.2183, 1, 77.2224, 999, 257, 66.4579, 1, 66.4566, 999, 257, 64.9741, 1, 65.0645, 999, 257, 116.061, 1, 116.063, 999, 257, 80.8987, 1, 80.935, 999, 257, 83.6513, 1, 83.6675, 999, 257, 78.794, 1, 78.7921, 999, 257, 88.5795, 1, 88.5777, 999, 257, 79.6969, 1, 79.697, 999, 257, 57.1103, 1, 57.1359, 999, 257, 55.5536, 1, 55.5563, 999, 257, 82.8724, 1, 82.8855, 999, 257, 63.0044, 1, 63.0538, 999, 257, 75.0166, 1, 75.0151, 999, 257, 388.624, 1, 49.1434, 999, 257, 71.6521, 1, 71.7059, 999, 257, 100.871, 1, 100.877, 999, 257, 120.252, 1, 120.279, 999, 257, 64.8131, 1, 64.8191, 999, 257, 446.592, 1, 251.489, 999, 257, 163.069, 1, 44.1084, 999, 257, 346.401, 1, 222.05, 999, 257, 198.387, 1, 26.984, 999, 257, 186.877, 1, 25.8563, 999, 257, 657.389, 1, 83.5342, 999, 257, 345.813, 1, 43.7047, 999, 257, 253.844, 1, 266.427, 999, 257, 180.77, 1, 180.987, 999, 257, 73.6448, 1, 73.6443, 999, 257, 675.78, 1, 157.058, 999, 257, 743.279, 1, 167.632, 999
