INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-random\(fixed\)_Time, borg-sat_11.03.02-seq-random\(fixed\)_opt, borg-sat_11.03.02-seq-random\(fixed\)_solved, borg-sat_11.03.02-seq-random\(fixed\)_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, csls_pnorm-8cores_Time, csls_pnorm-8cores_opt, csls_pnorm-8cores_solved, csls_pnorm-8cores_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, borg-sat_11.03.02-par-random\(fixed\)_Time, borg-sat_11.03.02-par-random\(fixed\)_opt, borg-sat_11.03.02-par-random\(fixed\)_solved, borg-sat_11.03.02-par-random\(fixed\)_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, SAT09referencesolver:SATzilla2009_R_2009-03-22_Time, SAT09referencesolver:SATzilla2009_R_2009-03-22_opt, SAT09referencesolver:SATzilla2009_R_2009-03-22_solved, SAT09referencesolver:SATzilla2009_R_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR, INSTANCE_ID, borg-sat_11.03.02-random_Time, borg-sat_11.03.02-random_opt, borg-sat_11.03.02-random_solved, borg-sat_11.03.02-random_PAR
327, 0.550916, 1, 0.550908, 999, 327, 1.9447, 1, 1.94693, 999, 327, 5.05523, 1, 5.0576, 999, 327, 1.86372, 1, 2.1399, 999, 327, 2.43963, 1, 2.4399, 999, 327, 0.697893, 1, 0.698759, 999, 327, 3.79042, 1, 3.79347, 999, 327, 0.665897, 1, 0.0957601, 999, 327, 35.73, 1, 35.884, 999, 327, 1.84772, 1, 1.13485, 999, 327, 10.5664, 1, 1.33349, 999, 327, 0.078987, 1, 0.081476, 999, 327, 3.90041, 1, 3.90235, 999, 327, 3097.01, 1, 3096.95, 999, 327, 3111.11, 1, 3111.01, 999, 327, 5.07623, 1, 5.07748, 999, 327, 2.13967, 1, 1.34657, 999
328, 0.476926, 1, 0.477076, 999, 328, 0.013997, 1, 0.0140659, 999, 328, 0.996848, 1, 1.00287, 999, 328, 2.6206, 1, 2.69912, 999, 328, 0.053991, 1, 0.053719, 999, 328, 1.89385, 1, 1.0187, 999, 328, 1.37779, 1, 1.37826, 999, 328, 0.6469, 1, 0.095779, 999, 328, 23.7894, 1, 23.8403, 999, 328, 4.24535, 1, 1.56744, 999, 328, 0.968852, 1, 0.488126, 999, 328, 1.60875, 1, 1.61172, 999, 328, 1.36079, 1, 1.36132, 999, 328, 5000.12, 0, 5000.05, 999, 328, 3461.39, 1, 3461.31, 999, 328, 0.028995, 1, 0.0293269, 999, 328, 3.23851, 1, 1.28801, 999
329, 5000.06, 0, 4999.91, 999, 329, 5000.04, 0, 4999.91, 999, 329, 5000.03, 0, 4999.91, 999, 329, 259.266, 2, 258.613, 999, 329, 5000.06, 0, 4999.82, 999, 329, 5000.06, 0, 4999.91, 999, 329, 5000.04, 0, 4999.91, 999, 329, 21164.2, 0, 2945.81, 999, 329, 4999.94, 0, 5000.02, 999, 329, 1046.0, 2, 147.43, 999, 329, 1145.93, 2, 143.345, 999, 329, 278.699, 2, 278.702, 999, 329, 597.245, 2, 597.229, 999, 329, 142.579, 2, 142.576, 999, 329, 156.967, 2, 156.965, 999, 329, 4999.92, 0, 5000.01, 999, 329, 1166.09, 2, 146.878, 999
330, 5000.1, 0, 4999.91, 999, 330, 5000.01, 0, 4999.91, 999, 330, 5000.03, 0, 4999.91, 999, 330, 101.536, 2, 101.436, 999, 330, 5000.07, 0, 5000.02, 999, 330, 5000.11, 0, 5000.12, 999, 330, 5.78512, 2, 5.78771, 999, 330, 19942.6, 0, 2799.9, 999, 330, 7.75, 2, 7.8176, 999, 330, 2.23166, 2, 0.914512, 999, 330, 0.770882, 2, 0.260942, 999, 330, 32.1071, 2, 32.1062, 999, 330, 27.2589, 2, 27.2585, 999, 330, 0.254961, 2, 0.254953, 999, 330, 0.312952, 2, 0.314025, 999, 330, 5000.04, 0, 4999.81, 999, 330, 3.47547, 2, 1.0792, 999
331, 1.74773, 1, 1.74827, 999, 331, 0.71889, 1, 0.718899, 999, 331, 0.753884, 1, 0.753206, 999, 331, 1.9587, 1, 2.2322, 999, 331, 0.596909, 1, 0.597373, 999, 331, 0.175972, 1, 0.175879, 999, 331, 0.088985, 1, 0.0892469, 999, 331, 1.49077, 1, 0.198515, 999, 331, 24.15, 1, 24.253, 999, 331, 1.53477, 1, 0.845491, 999, 331, 0.139978, 1, 0.0501841, 999, 331, 0.143977, 1, 0.143966, 999, 331, 0.998847, 1, 1.00052, 999, 331, 1684.78, 1, 1684.75, 999, 331, 1863.49, 1, 1863.45, 999, 331, 3.83942, 1, 3.83954, 999, 331, 6.15606, 1, 1.52798, 999
332, 5000.03, 0, 4999.91, 999, 332, 5000.09, 0, 4999.91, 999, 332, 5000.05, 0, 4999.91, 999, 332, 108.224, 2, 107.944, 999, 332, 5000.03, 0, 4999.92, 999, 332, 5000.1, 0, 4999.92, 999, 332, 177.161, 2, 177.155, 999, 332, 40000.3, 0, 5011.13, 999, 332, 167.93, 2, 168.022, 999, 332, 53.2239, 2, 7.48685, 999, 332, 49.7064, 2, 6.42727, 999, 332, 128.935, 2, 128.945, 999, 332, 49.7514, 2, 49.7509, 999, 332, 6.41902, 2, 6.41914, 999, 332, 6.72698, 2, 6.72707, 999, 332, 5000.03, 0, 4999.91, 999, 332, 60.6978, 2, 9.48331, 999
333, 5000.03, 0, 4999.91, 999, 333, 5000.08, 0, 5000.01, 999, 333, 4999.94, 0, 5000.01, 999, 333, 5000.01, 0, 4979.89, 999, 333, 5000.1, 0, 5000.02, 999, 333, 5000.08, 0, 5000.02, 999, 333, 5000.03, 0, 4999.91, 999, 333, 40000.5, 0, 5009.34, 999, 333, 5000.07, 0, 5000.02, 999, 333, 31133.0, 0, 4954.57, 999, 333, 39972.5, 0, 5000.02, 999, 333, 4998.41, 0, 4998.29, 999, 333, 5000.12, 0, 4999.94, 999, 333, 5000.11, 0, 4999.96, 999, 333, 5000.11, 0, 4999.95, 999, 333, 5000.02, 0, 4999.91, 999, 333, 29292.3, 0, 5100.16, 999
334, 5000.03, 0, 4999.91, 999, 334, 5000.07, 0, 5000.01, 999, 334, 5000.03, 0, 4999.91, 999, 334, 5000.09, 0, 4984.22, 999, 334, 5000.02, 0, 4999.92, 999, 334, 5000.05, 0, 4999.92, 999, 334, 5000.04, 0, 4999.91, 999, 334, 40000.7, 0, 5009.42, 999, 334, 4999.95, 0, 5000.02, 999, 334, 29329.1, 0, 4896.23, 999, 334, 39972.2, 0, 5000.02, 999, 334, 4998.65, 0, 4998.48, 999, 334, 5000.04, 0, 4999.92, 999, 334, 5000.06, 0, 5000.04, 999, 334, 5000.08, 0, 4999.93, 999, 334, 5000.1, 0, 4999.91, 999, 334, 24660.2, 0, 4281.42, 999
335, 0.271957, 1, 0.27207, 999, 335, 1.55276, 1, 1.55334, 999, 335, 1.83672, 1, 1.83687, 999, 335, 9.39257, 1, 9.4728, 999, 335, 8.66068, 1, 8.66222, 999, 335, 3.21551, 1, 3.21687, 999, 335, 17.9903, 1, 17.9883, 999, 335, 7.56285, 1, 0.953653, 999, 335, 302.04, 1, 302.139, 999, 335, 13.8759, 1, 3.3194, 999, 335, 23.2455, 1, 2.92275, 999, 335, 7.97279, 1, 7.97232, 999, 335, 5.49816, 1, 5.49926, 999, 335, 5000.08, 0, 4999.93, 999, 335, 5000.12, 0, 4999.93, 999, 335, 7.8868, 1, 7.88656, 999, 335, 4.29135, 1, 1.70786, 999
336, 5000.02, 0, 4999.91, 999, 336, 5000.02, 0, 4999.91, 999, 336, 5000.04, 0, 4999.81, 999, 336, 106.817, 2, 106.659, 999, 336, 5000.03, 0, 5000.02, 999, 336, 5000.04, 0, 5000.12, 999, 336, 371.196, 2, 371.185, 999, 336, 21403.2, 0, 3079.64, 999, 336, 160.82, 2, 160.935, 999, 336, 39.8749, 2, 7.21087, 999, 336, 34.9207, 2, 4.37486, 999, 336, 72.256, 2, 72.2605, 999, 336, 64.6652, 2, 64.665, 999, 336, 4.32334, 2, 4.32338, 999, 336, 4.76727, 2, 4.76736, 999, 336, 5000.04, 0, 4999.81, 999, 336, 35.5316, 2, 5.28551, 999
337, 5000.05, 0, 4999.91, 999, 337, 5000.03, 0, 4999.91, 999, 337, 5000.02, 0, 4999.91, 999, 337, 5000.09, 0, 4984.27, 999, 337, 5000.07, 0, 5000.02, 999, 337, 5000.05, 0, 4999.92, 999, 337, 5000.05, 0, 4999.91, 999, 337, 23224.2, 0, 3735.15, 999, 337, 5000.02, 0, 4999.92, 999, 337, 39060.2, 0, 4903.99, 999, 337, 39972.3, 0, 5000.02, 999, 337, 4998.52, 0, 4998.29, 999, 337, 5000.06, 0, 4999.93, 999, 337, 5000.13, 0, 4999.95, 999, 337, 5000.05, 0, 4999.93, 999, 337, 5000.02, 0, 4999.91, 999, 337, 33398.9, 0, 5100.14, 999
338, 5000.08, 0, 5000.01, 999, 338, 5000.02, 0, 4999.91, 999, 338, 5000.05, 0, 4999.91, 999, 338, 4811.93, 0, 4794.94, 999, 338, 5000.06, 0, 5000.42, 999, 338, 5000.12, 0, 5000.02, 999, 338, 5000.04, 0, 4999.91, 999, 338, 40000.7, 0, 5004.82, 999, 338, 4999.98, 0, 5000.02, 999, 338, 21055.2, 0, 2646.73, 999, 338, 39966.0, 0, 5000.02, 999, 338, 4998.67, 0, 4998.45, 999, 338, 5000.07, 0, 4999.92, 999, 338, 5000.11, 0, 5000.14, 999, 338, 5000.1, 0, 4999.93, 999, 338, 5000.04, 0, 4999.81, 999, 338, 20680.5, 0, 2938.32, 999
339, 0.006998, 1, 0.00679905, 999, 339, 0.004998, 1, 0.00619396, 999, 339, 0.003999, 1, 0.00608906, 999, 339, 0.525919, 1, 0.603668, 999, 339, 0.007997, 1, 0.0210559, 999, 339, 0.006998, 1, 0.0142921, 999, 339, 0.010997, 1, 0.010884, 999, 339, 0.240963, 1, 0.0437339, 999, 339, 23.7724, 1, 23.7977, 999, 339, 0.974851, 0, 0.855088, 999, 339, 0.041992, 1, 0.016862, 999, 339, 0.007998, 1, 0.00740403, 999, 339, 0.829873, 1, 0.831034, 999, 339, 0.025996, 1, 0.0262189, 999, 339, 0.028995, 1, 0.0296319, 999, 339, 0.003999, 1, 0.00601294, 999, 339, 1.00785, 0, 0.902441, 999
340, 5000.03, 0, 4999.91, 999, 340, 5000.04, 0, 4999.91, 999, 340, 5000.05, 0, 4999.91, 999, 340, 792.303, 2, 790.188, 999, 340, 5000.06, 0, 4999.92, 999, 340, 5000.06, 0, 4999.92, 999, 340, 5000.08, 0, 5000.01, 999, 340, 21922.1, 0, 3264.82, 999, 340, 4999.81, 0, 5000.02, 999, 340, 4207.66, 2, 596.353, 999, 340, 4624.31, 2, 578.441, 999, 340, 944.995, 2, 944.975, 999, 340, 3358.64, 2, 3358.54, 999, 340, 626.623, 2, 626.613, 999, 340, 631.507, 2, 631.49, 999, 340, 5000.09, 0, 4999.91, 999, 340, 4389.94, 2, 622.693, 999
341, 0.055991, 1, 0.058456, 999, 341, 0.035993, 1, 0.0364919, 999, 341, 0.075987, 1, 0.076543, 999, 341, 0.590909, 1, 0.686102, 999, 341, 0.027995, 1, 0.031524, 999, 341, 0.041993, 1, 0.0421709, 999, 341, 0.052991, 1, 0.0556489, 999, 341, 0.232963, 1, 0.0385609, 999, 341, 31.6152, 1, 31.6885, 999, 341, 1.3198, 0, 0.837957, 999, 341, 0.158975, 1, 0.043528, 999, 341, 0.067988, 1, 0.0684951, 999, 341, 0.781881, 1, 0.783589, 999, 341, 6.97194, 1, 6.97673, 999, 341, 7.2209, 1, 7.22142, 999, 341, 0.022995, 1, 0.0226141, 999, 341, 22.4316, 0, 7.93264, 999
342, 5000.1, 0, 4999.91, 999, 342, 5000.1, 0, 4999.91, 999, 342, 5000.1, 0, 5000.01, 999, 342, 101.448, 2, 101.179, 999, 342, 5000.04, 0, 4999.93, 999, 342, 5000.12, 0, 5000.11, 999, 342, 6.86696, 2, 6.8687, 999, 342, 20434.1, 0, 2917.92, 999, 342, 7.83, 2, 8.45192, 999, 342, 2.75958, 2, 0.941716, 999, 342, 0.788879, 2, 0.269125, 999, 342, 32.873, 2, 32.8737, 999, 342, 53.2179, 2, 53.2179, 999, 342, 0.255961, 2, 0.256129, 999, 342, 0.279956, 2, 0.27982, 999, 342, 5000.02, 0, 4999.91, 999, 342, 3.15552, 2, 1.07389, 999
343, 1.81372, 1, 1.81449, 999, 343, 1.40579, 1, 1.40614, 999, 343, 0.261959, 1, 0.262236, 999, 343, 2.68459, 1, 2.76854, 999, 343, 2.37964, 1, 2.38008, 999, 343, 3.14452, 1, 3.14438, 999, 343, 3.56646, 1, 3.56586, 999, 343, 0.753884, 1, 0.122226, 999, 343, 35.84, 1, 35.9434, 999, 343, 1.84472, 1, 1.05275, 999, 343, 13.178, 1, 1.65835, 999, 343, 1.3168, 1, 1.31665, 999, 343, 1.74273, 1, 1.7436, 999, 343, 142.51, 1, 142.506, 999, 343, 141.435, 1, 141.436, 999, 343, 1.62675, 1, 1.62718, 999, 343, 4.63529, 1, 1.53603, 999
344, 5000.02, 0, 4999.91, 999, 344, 5000.08, 0, 5000.01, 999, 344, 5000.06, 0, 4999.91, 999, 344, 100.382, 2, 100.333, 999, 344, 5000.1, 0, 5000.02, 999, 344, 5000.1, 0, 5000.02, 999, 344, 2.6366, 2, 2.63833, 999, 344, 40000.7, 0, 5008.72, 999, 344, 8.04, 2, 8.14309, 999, 344, 1.52177, 0, 0.959441, 999, 344, 1.22781, 2, 0.161448, 999, 344, 30.9203, 2, 30.9207, 999, 344, 18.8501, 2, 18.8544, 999, 344, 0.142977, 2, 0.142704, 999, 344, 0.150976, 2, 0.151018, 999, 344, 5000.09, 0, 4999.91, 999, 344, 2.02669, 0, 1.03347, 999
345, 0.053991, 1, 0.054173, 999, 345, 0.024996, 1, 0.025529, 999, 345, 0.098984, 1, 0.09951, 999, 345, 0.575911, 1, 0.664692, 999, 345, 0.027994, 1, 0.028833, 999, 345, 0.032994, 1, 0.0351609, 999, 345, 0.044992, 1, 0.0444811, 999, 345, 0.196969, 1, 0.0348569, 999, 345, 23.8164, 1, 23.8489, 999, 345, 2448.21, 0, 5100.04, 999, 345, 0.324949, 1, 0.0571671, 999, 345, 0.064989, 1, 0.0644989, 999, 345, 1.18982, 1, 1.1911, 999, 345, 1637.8, 1, 1637.75, 999, 345, 1829.56, 1, 1829.51, 999, 345, 0.070989, 1, 0.0710849, 999, 345, 681.53, 0, 5100.02, 999
346, 5000.01, 0, 4999.91, 999, 346, 5000.02, 0, 4999.91, 999, 346, 5000.08, 0, 5000.01, 999, 346, 109.752, 2, 109.347, 999, 346, 5000.1, 0, 4999.92, 999, 346, 5000.07, 0, 4999.92, 999, 346, 659.402, 2, 659.381, 999, 346, 20807.5, 0, 2916.55, 999, 346, 166.72, 2, 166.861, 999, 346, 75.2126, 2, 12.9158, 999, 346, 74.8196, 2, 9.36397, 999, 346, 77.0183, 2, 77.0178, 999, 346, 49.9704, 2, 49.9695, 999, 346, 9.23459, 2, 9.23404, 999, 346, 10.1515, 2, 10.152, 999, 346, 5000.08, 0, 5000.01, 999, 346, 78.1471, 2, 10.5417, 999
347, 5000.02, 0, 4999.91, 999, 347, 5000.02, 0, 4999.91, 999, 347, 5000.05, 0, 4999.91, 999, 347, 5000.05, 0, 4981.88, 999, 347, 5000.02, 0, 4999.92, 999, 347, 5000.04, 0, 4999.92, 999, 347, 5000.1, 0, 4999.91, 999, 347, 23548.8, 0, 3648.66, 999, 347, 5000.04, 0, 5000.02, 999, 347, 39865.8, 0, 4998.89, 999, 347, 39972.6, 0, 5000.02, 999, 347, 4998.27, 0, 4998.11, 999, 347, 5000.05, 0, 4999.93, 999, 347, 5000.13, 0, 5000.05, 999, 347, 5000.05, 0, 4999.94, 999, 347, 5000.05, 0, 4999.91, 999, 347, 35666.8, 0, 5100.15, 999
348, 2.49662, 1, 2.49615, 999, 348, 2.35664, 1, 2.35751, 999, 348, 7.85281, 1, 7.85293, 999, 348, 2.74558, 1, 2.85051, 999, 348, 11.4423, 1, 11.4425, 999, 348, 9.93049, 1, 9.93064, 999, 348, 4.87, 1, 4.94334, 999, 348, 22.8875, 1, 2.90683, 999, 348, 292.39, 1, 292.51, 999, 348, 16.4255, 1, 3.39294, 999, 348, 24.66, 1, 3.19359, 999, 348, 2.07468, 1, 2.07494, 999, 348, 1.76573, 1, 1.76731, 999, 348, 5000.06, 0, 4999.94, 999, 348, 5000.1, 0, 5000.03, 999, 348, 8.27074, 1, 8.27205, 999, 348, 9.08862, 1, 2.07927, 999
349, 1.43978, 1, 1.43968, 999, 349, 3.66344, 1, 3.66509, 999, 349, 0.645901, 1, 0.64566, 999, 349, 2.20666, 1, 2.44038, 999, 349, 0.804877, 1, 0.805351, 999, 349, 0.764883, 1, 0.765582, 999, 349, 4.24535, 1, 4.2488, 999, 349, 0.685895, 1, 0.1009, 999, 349, 37.42, 1, 37.53, 999, 349, 4.44232, 1, 1.42287, 999, 349, 12.67, 1, 1.65112, 999, 349, 1.15682, 1, 1.15688, 999, 349, 1.35079, 1, 1.3522, 999, 349, 3289.68, 1, 3289.61, 999, 349, 3215.47, 1, 3215.39, 999, 349, 1.3218, 1, 1.32221, 999, 349, 5.95809, 1, 1.66899, 999
350, 5000.09, 0, 5000.01, 999, 350, 5000.02, 0, 4999.91, 999, 350, 5000.11, 0, 5000.01, 999, 350, 107.733, 2, 107.638, 999, 350, 5000.03, 0, 4999.92, 999, 350, 5000.09, 0, 5000.02, 999, 350, 226.081, 2, 226.075, 999, 350, 40000.3, 0, 5009.32, 999, 350, 168.03, 2, 168.114, 999, 350, 57.5203, 2, 10.5219, 999, 350, 51.6881, 2, 6.47602, 999, 350, 120.703, 2, 120.707, 999, 350, 50.1254, 2, 50.1254, 999, 350, 6.42002, 2, 6.42011, 999, 350, 7.47086, 2, 7.47155, 999, 350, 5000.03, 0, 4999.91, 999, 350, 51.8371, 2, 7.34423, 999
351, 5000.02, 0, 4999.91, 999, 351, 5000.03, 0, 4999.91, 999, 351, 5000.09, 0, 4999.91, 999, 351, 127.76, 2, 127.587, 999, 351, 5000.07, 0, 5000.02, 999, 351, 5000.08, 0, 4999.92, 999, 351, 3435.34, 2, 3435.24, 999, 351, 20847.2, 0, 2914.4, 999, 351, 187.84, 2, 187.91, 999, 351, 197.805, 2, 29.1278, 999, 351, 218.2, 2, 27.4855, 999, 351, 106.639, 2, 106.638, 999, 351, 111.675, 2, 111.675, 999, 351, 27.2119, 2, 27.2249, 999, 351, 29.9244, 2, 29.9234, 999, 351, 5000.07, 0, 4999.91, 999, 351, 229.156, 2, 29.3289, 999
352, 0.031995, 1, 0.0336231, 999, 352, 0.06099, 1, 0.0619529, 999, 352, 0.023996, 1, 0.024227, 999, 352, 0.574911, 1, 0.658579, 999, 352, 0.044993, 1, 0.0512441, 999, 352, 0.053991, 1, 0.0535541, 999, 352, 0.06199, 1, 0.064033, 999, 352, 0.265958, 1, 0.0496191, 999, 352, 33.7059, 1, 33.7832, 999, 352, 2378.97, 0, 5100.02, 999, 352, 0.193969, 1, 0.0680401, 999, 352, 0.023995, 1, 0.0242379, 999, 352, 0.843871, 1, 0.84615, 999, 352, 433.095, 1, 433.109, 999, 352, 411.708, 1, 411.7, 999, 352, 0.079987, 1, 0.0807431, 999, 352, 1197.54, 0, 400.101, 999
353, 0.021996, 1, 0.0247429, 999, 353, 0.047992, 1, 0.0479909, 999, 353, 0.026995, 1, 0.0280201, 999, 353, 0.536917, 1, 0.639267, 999, 353, 0.018997, 1, 0.0224529, 999, 353, 0.008997, 1, 0.017548, 999, 353, 0.069988, 1, 0.07035, 999, 353, 0.323949, 1, 0.0539639, 999, 353, 23.7714, 1, 23.7928, 999, 353, 77.4132, 0, 38.9379, 999, 353, 0.041993, 1, 0.0169649, 999, 353, 0.016997, 1, 0.0171351, 999, 353, 0.91286, 1, 0.914862, 999, 353, 37.6063, 1, 37.6405, 999, 353, 41.7497, 1, 41.753, 999, 353, 0.026995, 1, 0.0298481, 999, 353, 77.2023, 0, 38.7148, 999
354, 5000.04, 0, 4999.91, 999, 354, 5000.06, 0, 4999.91, 999, 354, 5000.05, 0, 4999.91, 999, 354, 108.152, 2, 107.911, 999, 354, 5000.11, 0, 4999.92, 999, 354, 5000.05, 0, 5000.02, 999, 354, 262.571, 2, 262.567, 999, 354, 40000.5, 0, 5009.33, 999, 354, 168.43, 2, 168.575, 999, 354, 72.586, 2, 9.71878, 999, 354, 55.4926, 2, 6.94905, 999, 354, 120.4, 2, 120.406, 999, 354, 50.4263, 2, 50.4273, 999, 354, 6.92894, 2, 6.92866, 999, 354, 7.33488, 2, 7.33766, 999, 354, 5000.05, 0, 4999.91, 999, 354, 55.4086, 2, 7.61952, 999
355, 5000.09, 0, 4999.91, 999, 355, 5000.05, 0, 4999.91, 999, 355, 5000.03, 0, 4999.91, 999, 355, 5000.08, 0, 4984.7, 999, 355, 5000.04, 0, 4999.92, 999, 355, 5000.1, 0, 5000.02, 999, 355, 5000.05, 0, 4999.91, 999, 355, 40000.5, 0, 5010.93, 999, 355, 5000.09, 0, 5000.02, 999, 355, 24350.0, 0, 3857.82, 999, 355, 39971.7, 0, 5000.02, 999, 355, 4998.64, 0, 4998.52, 999, 355, 5000.04, 0, 4999.92, 999, 355, 5000.07, 0, 4999.84, 999, 355, 5000.13, 0, 5000.03, 999, 355, 5000.07, 0, 4999.91, 999, 355, 21782.3, 0, 2736.41, 999
356, 0.237962, 1, 0.237415, 999, 356, 0.222966, 1, 0.223322, 999, 356, 1.52677, 1, 1.52863, 999, 356, 0.639901, 1, 0.720257, 999, 356, 0.893864, 1, 0.897089, 999, 356, 0.308952, 1, 0.308905, 999, 356, 0.020996, 1, 0.021219, 999, 356, 1.04184, 1, 0.140204, 999, 356, 23.7834, 1, 23.8647, 999, 356, 1.45678, 0, 0.866173, 999, 356, 1.54776, 1, 0.390702, 999, 356, 0.445931, 1, 0.4461, 999, 356, 1.9847, 1, 1.98471, 999, 356, 5000.09, 0, 4999.94, 999, 356, 5000.09, 0, 4999.94, 999, 356, 0.143978, 1, 0.144164, 999, 356, 1.79573, 1, 0.924749, 999
357, 0.010998, 1, 0.011271, 999, 357, 0.009997, 1, 0.0114029, 999, 357, 0.004999, 1, 0.00595411, 999, 357, 0.550915, 1, 0.62311, 999, 357, 0.009998, 1, 0.019119, 999, 357, 0.020995, 1, 0.022181, 999, 357, 0.013997, 1, 0.014953, 999, 357, 0.349945, 1, 0.0586009, 999, 357, 23.7704, 1, 23.7872, 999, 357, 2.15167, 0, 1.76856, 999, 357, 0.028995, 1, 0.0111451, 999, 357, 0.021995, 1, 0.022372, 999, 357, 122.01, 1, 122.009, 999, 357, 0.738887, 1, 0.739499, 999, 357, 0.820875, 1, 0.82194, 999, 357, 0.004999, 1, 0.00605107, 999, 357, 2.27765, 0, 1.75753, 999
358, 0.216967, 1, 0.217996, 999, 358, 0.370942, 1, 0.370689, 999, 358, 0.176972, 1, 0.177103, 999, 358, 0.673896, 1, 0.951449, 999, 358, 0.136979, 1, 0.137508, 999, 358, 0.946856, 1, 0.952204, 999, 358, 0.884864, 1, 0.884794, 999, 358, 0.397938, 1, 0.0618131, 999, 358, 23.7914, 1, 23.9061, 999, 358, 1.58476, 0, 0.901542, 999, 358, 1.09383, 1, 0.27984, 999, 358, 0.290955, 1, 0.290657, 999, 358, 1.22381, 1, 1.22499, 999, 358, 5000.12, 0, 4999.94, 999, 358, 5000.08, 0, 4999.94, 999, 358, 0.06099, 1, 0.0657201, 999, 358, 1.76673, 1, 0.927381, 999
359, 0.009997, 1, 0.010854, 999, 359, 0.028995, 1, 0.0288919, 999, 359, 0.006998, 1, 0.00804495, 999, 359, 0.529919, 1, 0.632425, 999, 359, 0.012997, 1, 0.015773, 999, 359, 0.026995, 1, 0.027475, 999, 359, 0.018996, 1, 0.018676, 999, 359, 0.162975, 1, 0.0294521, 999, 359, 23.7804, 1, 23.8017, 999, 359, 9.13961, 0, 2.89523, 999, 359, 0.098984, 1, 0.020381, 999, 359, 0.015996, 1, 0.016113, 999, 359, 0.97685, 1, 0.977697, 999, 359, 2.05669, 1, 2.05713, 999, 359, 2.29565, 1, 2.29566, 999, 359, 0.005999, 1, 0.00670389, 999, 359, 3.43948, 0, 3.73667, 999
360, 5000.09, 0, 5000.01, 999, 360, 5000.1, 0, 4999.91, 999, 360, 5000.02, 0, 4999.91, 999, 360, 5000.07, 0, 4984.27, 999, 360, 5000.05, 0, 4999.92, 999, 360, 5000.04, 0, 4999.92, 999, 360, 5000.09, 0, 4999.91, 999, 360, 40000.6, 0, 5008.72, 999, 360, 5000.0, 0, 5000.02, 999, 360, 34598.5, 0, 4918.63, 999, 360, 39971.7, 0, 5000.02, 999, 360, 4998.55, 0, 4998.4, 999, 360, 5000.1, 0, 4999.94, 999, 360, 5000.06, 0, 4999.95, 999, 360, 5000.05, 0, 4999.94, 999, 360, 5000.06, 0, 4999.91, 999, 360, 40000.2, 0, 5018.27, 999
