INSTANCE_ID, SAT09referencesolver:SATzilla2009_C_2009-03-22_Time, SAT09referencesolver:SATzilla2009_C_2009-03-22_opt, SAT09referencesolver:SATzilla2009_C_2009-03-22_solved, SAT09referencesolver:SATzilla2009_C_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, SArTagnan_2011-05-15\(fixed\)_Time, SArTagnan_2011-05-15\(fixed\)_opt, SArTagnan_2011-05-15\(fixed\)_solved, SArTagnan_2011-05-15\(fixed\)_PAR, INSTANCE_ID, priss_1.0_Time, priss_1.0_opt, priss_1.0_solved, priss_1.0_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR
237, 4999.2, 0, 4999.19, 999, 237, 5000.1, 0, 4999.92, 999, 237, 40000.4, 0, 5003.62, 999, 237, 5000.09, 0, 4946.77, 999, 237, 5000.1, 0, 5000.01, 999, 237, 5000.06, 0, 4999.94, 999, 237, 5000.06, 0, 4999.83, 999, 237, 1952.87, 2, 1952.95, 999, 237, 3393.79, 2, 3393.7, 999, 237, 4121.23, 2, 4121.09, 999, 237, 40000.9, 0, 5011.49, 999, 237, 2386.85, 2, 2386.9, 999, 237, 4978.11, 2, 4977.92, 999, 237, 13176.8, 2, 1656.32, 999, 237, 5000.03, 0, 4992.33, 999, 237, 20926.8, 2, 2622.16, 999, 237, 27309.4, 2, 3421.46, 999, 237, 5000.1, 0, 5000.02, 999, 237, 2302.28, 2, 2302.24, 999, 237, 27223.0, 2, 3407.91, 999, 237, 12662.7, 2, 3165.81, 999, 237, 5000.06, 0, 4999.93, 999, 237, 5000.11, 0, 4999.96, 999, 237, 5000.08, 0, 4999.91, 999, 237, 5000.05, 0, 4999.82, 999
238, 4998.9, 0, 4998.87, 999, 238, 5000.11, 0, 4999.92, 999, 238, 40000.1, 0, 5003.52, 999, 238, 5000.13, 0, 4938.05, 999, 238, 5000.1, 0, 5000.02, 999, 238, 5000.08, 0, 4999.93, 999, 238, 5000.05, 0, 4999.93, 999, 238, 5000.03, 0, 5000.02, 999, 238, 5000.11, 0, 5000.02, 999, 238, 5000.02, 0, 5000.02, 999, 238, 40001.0, 0, 5008.82, 999, 238, 2182.13, 2, 2182.18, 999, 238, 5000.04, 0, 4999.92, 999, 238, 40001.0, 0, 5010.35, 999, 238, 5000.02, 0, 4994.13, 999, 238, 6502.24, 2, 814.33, 999, 238, 6178.3, 2, 875.701, 999, 238, 5000.11, 0, 4999.93, 999, 238, 2790.3, 2, 2790.24, 999, 238, 40001.2, 0, 5009.68, 999, 238, 20400.0, 0, 5100.02, 999, 238, 5000.03, 0, 5000.03, 999, 238, 5000.09, 0, 5000.03, 999, 238, 5000.06, 0, 4999.91, 999, 238, 5000.07, 0, 4999.92, 999
239, 4998.59, 0, 4998.66, 999, 239, 5000.07, 0, 4999.91, 999, 239, 40000.8, 0, 5003.72, 999, 239, 5000.06, 0, 4946.56, 999, 239, 5000.09, 0, 4999.91, 999, 239, 5000.1, 0, 4999.94, 999, 239, 5000.05, 0, 4999.93, 999, 239, 2742.7, 2, 2742.77, 999, 239, 3803.24, 2, 3803.15, 999, 239, 5000.12, 0, 5000.03, 999, 239, 40000.3, 0, 5008.08, 999, 239, 3403.32, 2, 3403.21, 999, 239, 5000.03, 0, 4999.91, 999, 239, 40001.0, 0, 5012.35, 999, 239, 5000.03, 0, 4992.95, 999, 239, 36488.7, 2, 4570.34, 999, 239, 38789.3, 2, 4855.47, 999, 239, 5000.05, 0, 4999.82, 999, 239, 3161.18, 2, 3161.04, 999, 239, 40000.7, 0, 5011.99, 999, 239, 20399.9, 0, 5100.02, 999, 239, 5000.01, 0, 4999.93, 999, 239, 5000.15, 0, 5000.36, 999, 239, 5000.05, 0, 4999.91, 999, 239, 5000.07, 0, 4999.92, 999
240, 4998.63, 0, 4998.52, 999, 240, 5000.06, 0, 4999.82, 999, 240, 40000.3, 0, 5003.52, 999, 240, 5000.11, 0, 4954.49, 999, 240, 5000.07, 0, 5000.01, 999, 240, 5000.06, 0, 4999.94, 999, 240, 5000.08, 0, 5000.03, 999, 240, 5000.05, 0, 5000.02, 999, 240, 5000.04, 0, 4999.92, 999, 240, 5000.1, 0, 5000.03, 999, 240, 40000.6, 0, 5011.15, 999, 240, 3709.53, 2, 3709.44, 999, 240, 5000.04, 0, 4999.91, 999, 240, 40000.5, 0, 5011.21, 999, 240, 5000.04, 0, 4993.23, 999, 240, 10273.7, 2, 1286.91, 999, 240, 10150.5, 2, 1447.5, 999, 240, 5000.11, 0, 5000.02, 999, 240, 5000.04, 0, 4999.81, 999, 240, 40001.1, 0, 5011.68, 999, 240, 20399.9, 0, 5100.02, 999, 240, 5000.09, 0, 5000.02, 999, 240, 5000.1, 0, 5000.03, 999, 240, 5000.07, 0, 5000.01, 999, 240, 5000.07, 0, 4999.92, 999
241, 4999.12, 0, 4998.95, 999, 241, 5000.04, 0, 4999.92, 999, 241, 40000.7, 0, 5003.72, 999, 241, 5000.31, 0, 4955.7, 999, 241, 5000.01, 0, 4999.92, 999, 241, 5000.1, 0, 4999.94, 999, 241, 5000.08, 0, 4999.93, 999, 241, 5000.07, 0, 5000.02, 999, 241, 5000.05, 0, 4999.92, 999, 241, 5000.03, 0, 5000.03, 999, 241, 40000.6, 0, 5011.15, 999, 241, 3495.12, 2, 3495.07, 999, 241, 5000.03, 0, 4999.92, 999, 241, 40000.7, 0, 5010.35, 999, 241, 5000.05, 0, 4994.15, 999, 241, 9734.49, 2, 1219.62, 999, 241, 9061.58, 2, 1291.03, 999, 241, 5000.05, 0, 4999.93, 999, 241, 4286.18, 2, 4286.11, 999, 241, 40001.1, 0, 5009.74, 999, 241, 20399.9, 0, 5100.02, 999, 241, 5000.03, 0, 4999.93, 999, 241, 5000.08, 0, 5000.04, 999, 241, 5000.05, 0, 4999.91, 999, 241, 5000.05, 0, 4999.82, 999
242, 4998.96, 0, 4998.82, 999, 242, 5000.06, 0, 5000.02, 999, 242, 40000.7, 0, 5003.72, 999, 242, 5000.14, 0, 4959.49, 999, 242, 5000.01, 0, 4999.92, 999, 242, 5000.05, 0, 4999.94, 999, 242, 5000.05, 0, 4999.92, 999, 242, 5000.11, 0, 5000.12, 999, 242, 5000.06, 0, 5000.02, 999, 242, 5000.09, 0, 5000.12, 999, 242, 40000.8, 0, 5012.21, 999, 242, 5000.13, 0, 5000.02, 999, 242, 5000.09, 0, 5000.02, 999, 242, 40001.0, 0, 5010.44, 999, 242, 5000.1, 0, 4990.42, 999, 242, 17173.0, 2, 2151.92, 999, 242, 15450.0, 2, 2200.84, 999, 242, 5000.07, 0, 4999.93, 999, 242, 5000.06, 0, 4999.91, 999, 242, 32938.6, 0, 4133.36, 999, 242, 20399.9, 0, 5100.02, 999, 242, 5000.1, 0, 5000.03, 999, 242, 5000.13, 0, 5000.06, 999, 242, 5000.04, 0, 4999.91, 999, 242, 5000.09, 0, 5000.02, 999
243, 4998.82, 0, 4998.77, 999, 243, 5000.03, 0, 4999.92, 999, 243, 40000.8, 0, 5003.72, 999, 243, 5000.1, 0, 4961.19, 999, 243, 5000.1, 0, 5000.21, 999, 243, 5000.1, 0, 4999.94, 999, 243, 5000.14, 0, 5000.23, 999, 243, 5000.07, 0, 5000.02, 999, 243, 5000.04, 0, 4999.92, 999, 243, 5000.07, 0, 5000.03, 999, 243, 40000.8, 0, 5003.95, 999, 243, 3019.17, 2, 3019.07, 999, 243, 5000.11, 0, 5000.11, 999, 243, 40001.0, 0, 5007.11, 999, 243, 5000.07, 0, 4993.83, 999, 243, 6661.66, 2, 834.857, 999, 243, 6804.14, 2, 853.236, 999, 243, 5000.08, 0, 4999.93, 999, 243, 3153.33, 2, 3153.3, 999, 243, 7582.99, 0, 951.028, 999, 243, 20400.1, 0, 5100.02, 999, 243, 5000.06, 0, 4999.93, 999, 243, 5000.1, 0, 4999.93, 999, 243, 5000.05, 0, 4999.91, 999, 243, 5000.05, 0, 5000.12, 999
244, 4998.41, 0, 4998.33, 999, 244, 5000.03, 0, 4999.82, 999, 244, 40000.1, 0, 5003.42, 999, 244, 5000.13, 0, 4945.75, 999, 244, 5000.0, 0, 4999.91, 999, 244, 5000.12, 0, 4999.94, 999, 244, 5000.04, 0, 4999.93, 999, 244, 4105.05, 2, 4105.07, 999, 244, 5000.09, 0, 5000.02, 999, 244, 5000.05, 0, 5000.02, 999, 244, 40000.9, 0, 5011.09, 999, 244, 5000.1, 0, 5000.02, 999, 244, 5000.02, 0, 4999.91, 999, 244, 40000.7, 0, 5009.44, 999, 244, 5000.05, 0, 4993.03, 999, 244, 32837.5, 2, 4109.28, 999, 244, 35698.9, 0, 5100.19, 999, 244, 5000.04, 0, 4999.92, 999, 244, 3885.47, 2, 3885.38, 999, 244, 40000.5, 0, 5004.01, 999, 244, 20399.9, 0, 5100.02, 999, 244, 5000.09, 0, 5000.03, 999, 244, 5000.13, 0, 4999.98, 999, 244, 5000.07, 0, 4999.91, 999, 244, 5000.06, 0, 4999.91, 999
245, 4998.47, 0, 4998.34, 999, 245, 5000.07, 0, 4999.92, 999, 245, 12873.8, 2, 1610.41, 999, 245, 3470.12, 2, 3441.21, 999, 245, 5000.02, 0, 4999.81, 999, 245, 5000.1, 0, 5000.13, 999, 245, 5000.13, 0, 5000.03, 999, 245, 2306.21, 2, 2306.22, 999, 245, 5000.12, 0, 5000.02, 999, 245, 5000.04, 0, 5000.03, 999, 245, 31302.8, 2, 3919.86, 999, 245, 917.673, 2, 917.643, 999, 245, 5000.06, 0, 4999.91, 999, 245, 40000.5, 0, 5009.03, 999, 245, 5000.11, 0, 4993.23, 999, 245, 1768.45, 2, 221.734, 999, 245, 1695.74, 2, 242.911, 999, 245, 5000.07, 0, 4999.93, 999, 245, 1121.82, 2, 1121.79, 999, 245, 39508.7, 0, 4956.75, 999, 245, 20399.8, 0, 5100.02, 999, 245, 5000.05, 0, 4999.92, 999, 245, 5000.08, 0, 4999.93, 999, 245, 5000.09, 0, 4999.91, 999, 245, 5000.04, 0, 4999.92, 999
246, 4999.08, 0, 4998.93, 999, 246, 5000.05, 0, 4999.92, 999, 246, 32234.5, 2, 4032.31, 999, 246, 5000.14, 0, 4955.18, 999, 246, 5000.04, 0, 4999.91, 999, 246, 5000.08, 0, 4999.94, 999, 246, 5000.05, 0, 4999.93, 999, 246, 4578.95, 2, 4578.91, 999, 246, 5000.06, 0, 4999.92, 999, 246, 5000.02, 0, 4999.92, 999, 246, 36297.7, 2, 4546.44, 999, 246, 1745.74, 2, 1745.76, 999, 246, 5000.11, 0, 4999.91, 999, 246, 40000.4, 0, 5007.91, 999, 246, 5000.07, 0, 4993.44, 999, 246, 4061.74, 2, 508.797, 999, 246, 4078.34, 2, 510.815, 999, 246, 5000.1, 0, 5000.13, 999, 246, 2420.91, 2, 2420.87, 999, 246, 40001.2, 0, 5011.66, 999, 246, 20400.0, 0, 5100.02, 999, 246, 5000.09, 0, 4999.93, 999, 246, 5000.13, 0, 4999.93, 999, 246, 5000.09, 0, 4999.91, 999, 246, 5000.1, 0, 4999.92, 999
247, 4998.86, 0, 4998.74, 999, 247, 5000.05, 0, 4999.92, 999, 247, 40000.3, 0, 5003.62, 999, 247, 5000.15, 0, 4970.32, 999, 247, 5000.09, 0, 5000.03, 999, 247, 5000.12, 0, 4999.95, 999, 247, 5000.07, 0, 4999.94, 999, 247, 5000.03, 0, 5000.12, 999, 247, 5000.12, 0, 5000.02, 999, 247, 5000.02, 0, 5000.23, 999, 247, 40000.5, 0, 5009.99, 999, 247, 5000.07, 0, 4999.93, 999, 247, 5000.08, 0, 4999.92, 999, 247, 40000.8, 0, 5012.56, 999, 247, 5000.07, 0, 4991.85, 999, 247, 40001.0, 0, 5010.94, 999, 247, 35681.8, 0, 5100.38, 999, 247, 5000.12, 0, 4999.93, 999, 247, 5000.07, 0, 4999.92, 999, 247, 40000.5, 0, 5009.75, 999, 247, 20399.6, 0, 5100.02, 999, 247, 5000.03, 0, 5000.13, 999, 247, 5000.06, 0, 4999.92, 999, 247, 5000.04, 0, 5000.01, 999, 247, 5000.1, 0, 4999.92, 999
248, 4999.22, 0, 4999.1, 999, 248, 5000.03, 0, 4999.91, 999, 248, 34884.7, 2, 4948.81, 999, 248, 5000.29, 0, 4958.3, 999, 248, 5000.09, 0, 5000.01, 999, 248, 5000.11, 0, 4999.94, 999, 248, 5000.08, 0, 4999.92, 999, 248, 5000.01, 0, 4999.92, 999, 248, 5000.04, 0, 4999.92, 999, 248, 5000.08, 0, 5000.03, 999, 248, 40001.0, 0, 5008.16, 999, 248, 2999.01, 2, 2998.91, 999, 248, 5000.11, 0, 5000.02, 999, 248, 40000.8, 0, 5009.72, 999, 248, 5000.04, 0, 4991.03, 999, 248, 6845.06, 2, 857.832, 999, 248, 6855.65, 2, 858.628, 999, 248, 5000.06, 0, 4999.93, 999, 248, 3483.8, 2, 3483.7, 999, 248, 39247.8, 0, 4919.99, 999, 248, 20400.3, 0, 5100.02, 999, 248, 5000.08, 0, 5000.03, 999, 248, 5000.08, 0, 4999.94, 999, 248, 5000.1, 0, 4999.91, 999, 248, 5000.07, 0, 5000.02, 999
249, 4999.02, 0, 4998.9, 999, 249, 5000.08, 0, 4999.93, 999, 249, 23060.2, 2, 2884.59, 999, 249, 870.448, 2, 863.928, 999, 249, 5000.01, 0, 4999.82, 999, 249, 5000.06, 0, 4999.94, 999, 249, 5000.13, 0, 5000.34, 999, 249, 3643.28, 2, 3643.48, 999, 249, 5000.07, 0, 4999.92, 999, 249, 5000.1, 0, 5000.02, 999, 249, 40000.8, 0, 5010.69, 999, 249, 4841.06, 2, 4840.84, 999, 249, 5000.04, 0, 4999.91, 999, 249, 40000.5, 0, 5011.32, 999, 249, 5000.07, 0, 4991.53, 999, 249, 11071.0, 2, 1386.55, 999, 249, 11294.3, 2, 1616.15, 999, 249, 5000.11, 0, 4999.93, 999, 249, 4173.5, 2, 4173.4, 999, 249, 10723.6, 0, 1344.67, 999, 249, 20398.5, 0, 5100.02, 999, 249, 5000.04, 0, 5000.03, 999, 249, 5000.1, 0, 5000.13, 999, 249, 5000.05, 0, 4999.91, 999, 249, 5000.08, 0, 4999.92, 999
250, 4999.13, 0, 4999.06, 999, 250, 5000.1, 0, 5000.02, 999, 250, 40000.2, 0, 5003.52, 999, 250, 5000.11, 0, 4934.75, 999, 250, 5000.07, 0, 5000.01, 999, 250, 5000.12, 0, 5000.14, 999, 250, 5000.07, 0, 4999.92, 999, 250, 4393.03, 2, 4393.07, 999, 250, 5000.11, 0, 5000.02, 999, 250, 5000.07, 0, 4999.93, 999, 250, 40000.8, 0, 5009.9, 999, 250, 5000.1, 0, 5000.12, 999, 250, 5000.07, 0, 4999.91, 999, 250, 40001.0, 0, 5011.35, 999, 250, 5000.05, 0, 4992.44, 999, 250, 40000.7, 0, 5010.98, 999, 250, 35710.2, 0, 5100.19, 999, 250, 5000.05, 0, 4999.93, 999, 250, 5000.04, 0, 4999.91, 999, 250, 40000.7, 0, 5010.97, 999, 250, 20400.0, 0, 5100.02, 999, 250, 5000.01, 0, 4999.93, 999, 250, 5000.12, 0, 5000.08, 999, 250, 5000.1, 0, 5000.01, 999, 250, 5000.1, 0, 5000.12, 999
251, 2169.2, 1, 2169.12, 999, 251, 2053.41, 1, 2053.39, 999, 251, 1.57176, 1, 0.209619, 999, 251, 1066.95, 1, 1060.57, 999, 251, 1.50077, 1, 1.50219, 999, 251, 5000.07, 0, 4999.95, 999, 251, 5000.06, 0, 4999.83, 999, 251, 28.43, 1, 28.5766, 999, 251, 1164.35, 1, 1164.39, 999, 251, 5000.09, 0, 4999.93, 999, 251, 40000.6, 0, 5009.16, 999, 251, 5000.12, 0, 5000.02, 999, 251, 5000.07, 0, 4999.91, 999, 251, 289.672, 1, 36.7744, 999, 251, 5000.02, 0, 4992.33, 999, 251, 11769.7, 1, 1473.7, 999, 251, 3600.42, 1, 514.253, 999, 251, 400.485, 1, 400.476, 999, 251, 4914.62, 1, 4914.51, 999, 251, 40001.0, 0, 5006.03, 999, 251, 1450.72, 1, 362.794, 999, 251, 38.1682, 1, 38.1747, 999, 251, 604.253, 1, 604.237, 999, 251, 5.75512, 1, 5.75514, 999, 251, 1.35479, 1, 1.35597, 999
252, 0.001998, 2, 0.005596, 999, 252, 4.20736, 2, 4.32065, 999, 252, 0.012997, 2, 0.00826202, 999, 252, 0.078987, 2, 0.132734, 999, 252, 0.005998, 2, 0.00936398, 999, 252, 0.971851, 2, 0.971357, 999, 252, 0.71689, 2, 0.717059, 999, 252, 3.65, 2, 3.78475, 999, 252, 1.41179, 2, 1.41277, 999, 252, 1.12683, 2, 1.12703, 999, 252, 5.8771, 2, 0.748046, 999, 252, 1.62175, 2, 1.62192, 999, 252, 2.22566, 2, 2.22681, 999, 252, 3.60845, 2, 0.565391, 999, 252, 15.1267, 2, 14.6721, 999, 252, 7.00493, 2, 0.910127, 999, 252, 6.50301, 2, 0.843915, 999, 252, 10.4814, 2, 10.4816, 999, 252, 3.65444, 2, 3.65396, 999, 252, 2.74358, 2, 0.35618, 999, 252, 15.2357, 2, 3.82957, 999, 252, 4.39433, 2, 4.39393, 999, 252, 13.8719, 2, 13.8733, 999, 252, 5000.04, 0, 4999.81, 999, 252, 5000.06, 0, 4999.92, 999
253, 0.000999, 2, 0.0058731, 999, 253, 0.117981, 2, 0.209821, 999, 253, 0.010997, 2, 0.00946995, 999, 253, 0.083987, 2, 0.138436, 999, 253, 0.206967, 2, 0.232972, 999, 253, 0.143977, 2, 0.144971, 999, 253, 0.625904, 2, 0.627686, 999, 253, 3.54, 2, 3.64752, 999, 253, 0.432933, 2, 0.433175, 999, 253, 0.231964, 2, 0.233177, 999, 253, 2.43763, 2, 0.382547, 999, 253, 0.391939, 2, 0.393479, 999, 253, 1.17082, 2, 1.17204, 999, 253, 1.3098, 2, 0.225176, 999, 253, 4.25535, 2, 3.74923, 999, 253, 2.58761, 2, 0.337491, 999, 253, 2.21266, 2, 0.288272, 999, 253, 3.54546, 2, 3.54631, 999, 253, 1.18082, 2, 1.18099, 999, 253, 0.931858, 2, 0.131012, 999, 253, 9.07062, 2, 2.28712, 999, 253, 0.31795, 2, 0.320725, 999, 253, 7.51886, 2, 7.5206, 999, 253, 5000.01, 0, 4999.81, 999, 253, 5000.08, 0, 4999.92, 999
254, 198.166, 2, 198.165, 999, 254, 779.072, 2, 779.044, 999, 254, 1536.02, 2, 192.144, 999, 254, 386.236, 2, 382.015, 999, 254, 560.517, 2, 560.507, 999, 254, 357.729, 2, 357.736, 999, 254, 220.304, 2, 220.3, 999, 254, 567.94, 2, 568.053, 999, 254, 668.692, 2, 668.677, 999, 254, 180.703, 2, 180.702, 999, 254, 1279.39, 2, 160.718, 999, 254, 249.728, 2, 249.722, 999, 254, 247.666, 2, 247.666, 999, 254, 3814.46, 2, 478.283, 999, 254, 811.96, 2, 811.388, 999, 254, 1237.03, 2, 154.91, 999, 254, 1092.45, 2, 136.818, 999, 254, 491.307, 2, 491.331, 999, 254, 349.052, 2, 349.049, 999, 254, 1938.54, 2, 242.897, 999, 254, 19453.2, 2, 4863.31, 999, 254, 5000.05, 0, 5000.03, 999, 254, 913.427, 2, 913.401, 999, 254, 5000.07, 0, 4999.91, 999, 254, 5000.11, 0, 4999.92, 999
255, 4998.78, 0, 4998.68, 999, 255, 5000.04, 0, 4999.92, 999, 255, 40000.4, 0, 5003.72, 999, 255, 5000.15, 0, 4977.5, 999, 255, 5000.09, 0, 5000.01, 999, 255, 5000.12, 0, 4999.95, 999, 255, 5000.12, 0, 5000.04, 999, 255, 5000.05, 0, 5000.02, 999, 255, 5000.1, 0, 4999.91, 999, 255, 5000.06, 0, 4999.92, 999, 255, 40000.6, 0, 5009.58, 999, 255, 5000.08, 0, 5000.03, 999, 255, 5000.08, 0, 4999.93, 999, 255, 40001.1, 0, 5010.24, 999, 255, 5000.04, 0, 4989.33, 999, 255, 40001.0, 0, 5010.08, 999, 255, 40000.7, 0, 5007.55, 999, 255, 5000.07, 0, 4999.92, 999, 255, 5000.1, 0, 5000.02, 999, 255, 40000.7, 0, 5010.86, 999, 255, 20399.4, 0, 5100.02, 999, 255, 5000.08, 0, 5000.02, 999, 255, 5000.05, 0, 4999.92, 999, 255, 2.04769, 1, 2.04694, 999, 255, 5000.03, 0, 4999.92, 999
256, 4999.16, 0, 4999.32, 999, 256, 5000.03, 0, 4999.92, 999, 256, 40000.1, 0, 5003.52, 999, 256, 5000.14, 0, 4978.0, 999, 256, 5000.05, 0, 4999.91, 999, 256, 5000.07, 0, 4999.87, 999, 256, 5000.06, 0, 4999.94, 999, 256, 5000.08, 0, 5000.02, 999, 256, 5000.12, 0, 5000.02, 999, 256, 5000.01, 0, 4999.92, 999, 256, 40000.7, 0, 5008.71, 999, 256, 5000.1, 0, 4999.93, 999, 256, 5000.1, 0, 4999.94, 999, 256, 40000.7, 0, 5011.42, 999, 256, 5000.04, 0, 4988.33, 999, 256, 40000.8, 0, 5009.4, 999, 256, 40001.1, 0, 5009.42, 999, 256, 5000.08, 0, 4999.93, 999, 256, 5000.13, 0, 4999.93, 999, 256, 40000.5, 0, 5012.71, 999, 256, 20399.7, 0, 5100.02, 999, 256, 5000.1, 0, 5000.05, 999, 256, 5000.06, 0, 4999.94, 999, 256, 373.939, 1, 373.932, 999, 256, 5000.04, 0, 4999.92, 999
257, 4299.27, 2, 4299.14, 999, 257, 3593.5, 2, 3593.43, 999, 257, 31596.4, 2, 3952.43, 999, 257, 5000.06, 0, 4965.85, 999, 257, 5000.01, 0, 4999.91, 999, 257, 5000.07, 0, 5000.04, 999, 257, 5000.06, 0, 4999.93, 999, 257, 1711.16, 2, 1711.29, 999, 257, 1325.32, 2, 1325.27, 999, 257, 5000.05, 0, 4999.93, 999, 257, 40000.8, 0, 5009.1, 999, 257, 2878.73, 2, 2878.65, 999, 257, 2569.33, 2, 2569.25, 999, 257, 40001.1, 0, 5009.66, 999, 257, 5000.07, 0, 4999.33, 999, 257, 13176.6, 2, 1651.59, 999, 257, 12472.4, 2, 1562.75, 999, 257, 5000.06, 0, 4999.92, 999, 257, 2703.76, 2, 2703.69, 999, 257, 40000.6, 0, 5011.11, 999, 257, 20400.3, 0, 5100.02, 999, 257, 5000.02, 0, 4999.93, 999, 257, 5000.24, 0, 5000.27, 999, 257, 5000.03, 0, 4999.91, 999, 257, 5000.03, 0, 4999.92, 999
258, 4998.45, 0, 4998.3, 999, 258, 5000.1, 0, 5000.01, 999, 258, 40000.6, 0, 5003.42, 999, 258, 5000.11, 0, 4964.04, 999, 258, 5000.02, 0, 4999.91, 999, 258, 5000.1, 0, 4999.93, 999, 258, 5000.07, 0, 4999.93, 999, 258, 3978.58, 2, 3978.61, 999, 258, 3326.88, 2, 3326.87, 999, 258, 5000.08, 0, 5000.03, 999, 258, 40000.8, 0, 5010.6, 999, 258, 5000.04, 0, 4999.92, 999, 258, 5000.06, 0, 4999.91, 999, 258, 40000.3, 0, 5010.32, 999, 258, 5000.05, 0, 4999.23, 999, 258, 36727.4, 2, 4604.71, 999, 258, 38801.5, 2, 4861.67, 999, 258, 5000.07, 0, 5000.02, 999, 258, 5000.09, 0, 5000.01, 999, 258, 40000.7, 0, 5011.42, 999, 258, 20400.3, 0, 5100.02, 999, 258, 5000.09, 0, 4999.93, 999, 258, 5000.23, 0, 5000.1, 999, 258, 5000.09, 0, 5000.01, 999, 258, 5000.05, 0, 5000.02, 999
