INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
465,0.295955,1,0.295465,999,465,0.416936,1,0.417275,999,465,0.395939,1,0.39647,999,465,0.208967,1,0.20953,999,465,0.161974,1,0.162404,999,465,1.14083,1,1.14171,999,465,133.062,1,133.081,999,465,141.504,1,141.501,999,465,0.259959,1,0.260048,999,465,450,1917,441,1908,0.020408163,0.004716981,0.231132075,0.496069182,0.588392597,0,1,0.663188576,0.006855013,0.049650547,0.006802721,0.009070295,0.109723297,0,0,0.976939203,0.006855013,0.265308028,0.002620545,0.014150943,2.619427227,0.212964433,0.152476003,0,0.692307692,3.234164538,0.003427507,0.367668378,0.000524109,0.008385744,2.263975925,0.502096436,0.013450943,0.261758973,0.00524109,0.027253669,0.010334946,0.226956993,0.004192872,0.019916143,2.891001052,0.107783701,0.232863313,0.05802969,0.227272727,2.265506796,4,0,4,4,0,3907.714286,0.020836813,3807,4030,4030,3807,3998,3836,3878,26.31067046,0.069332952,23.41014639,29.02526263,29.02526263,23.41014639,28.682134,25.50489943,25.54770594,0.385838709,0.583408497,0.000298653,0.919390013,0.688355273,0.0768736,0.5656346,0.201658243,0.381071837,0.081538553,0.664871494,0.003547294,0.321770213,0.148045871,0.025745992,0.112667635,0.04285106,0.067681436,16.4418,0.30715,98.124,0.0758832,98,89,108,0.929258,0.213117,0.851731,0.0412102,13.1836,0.285747,98.0798,0.0744323,98,89,107,0.355311,0.38264,0.839019,0.0370358,0.326166707,0.619841181,0,0,0,0.03,0.04,2,0.01,2.25,2.52,2
466,5000.02,0,4999.91,999,466,5000.05,0,4999.91,999,466,5000.05,0,4999.91,999,466,5000.08,0,5000.12,999,466,5000.03,0,4999.92,999,466,432.959,2,432.953,999,466,348.401,2,348.396,999,466,393.463,2,393.458,999,466,5000.03,0,4999.91,999,466,100,2130,100,2130,0,0,0.046948357,0.371643192,0.647040755,0.2,1,0.820617544,0.05,0,0.05,0.05,0,0,0,0,0.05,0.096841158,0.040375587,0.063380282,3.454052866,0.078755555,0.065343095,0,0.275862069,2.876610664,0.009248826,0.211803513,0.005164319,0.014084507,2.747009272,0.184976526,0.045924883,0.010951349,0.044131455,0.046478873,0.119910071,0.061861897,0.094835681,0.145070423,4.155562785,0.116804803,0.055834651,0.098422311,0.139815206,1.093014014,2.696969697,0.170401695,2,3,0.613410049,4292.428571,0.019769141,4222,4458,4458,4222,4386,4233,4252,23.25010349,0.026261705,22.53909757,24.27344101,24.27344101,22.53909757,23.85180119,22.61853246,23.34625323,0.159872584,0.773915919,0.000328282,0.479386928,0.345854586,0.020697713,0.266160035,0.061354856,0.126757764,0.001835135,0.672642732,0.000295822,0.00595461,0.003481256,0.000706063,0.002289273,0.001027618,0.001483441,9.1441,0.285873,19.9537,0.16883,20,16,24,1.59594,0.258279,0.872901,0.0799115,8.22697,0.295088,19.9764,0.170937,20,16,25,1.18404,0.430431,0.858133,0.0820756,0.566083718,0.70533454,0,0,0,7.24,0.01,1.99,0.04,2.14,2.16,2
467,0.024995,1,0.0250171,999,467,0.089986,1,0.089831,999,467,0.015997,1,0.0157421,999,467,0.021995,1,0.022521,999,467,0.035994,1,0.0354029,999,467,0.932857,1,0.933981,999,467,5000.05,0,4999.94,999,467,5000.08,0,4999.93,999,467,0.055991,1,0.0571759,999,467,550,2343,538,2323,0.022304833,0.008609557,0.231597073,0.487013919,0.59180442,0,1,0.67971609,0.005628218,0.054464846,0.005576208,0.007434944,0.127652517,0,0,0.972018941,0.005628218,0.296723226,0.001291433,0.011622901,2.704664856,0.226753803,0.179878243,0,1,3.301210563,0.002686086,0.397639455,0,0.006887645,2.303007463,0.480413259,0.011091605,0.293000903,0.002152389,0.023245803,0.008505041,0.242711182,0.003013345,0.017219113,2.962946415,0.107649648,0.252724771,0.05,0.25,2.317554635,4.003724395,0.015214351,4,5,0.024547435,3809.571429,0.022466695,3634,3906,3906,3634,3887,3773,3838,30.1398778,0.053307352,28.17068646,32.60946746,32.60946746,28.17068646,32.40911418,28.87976695,29.48871767,0.391099526,0.597938606,0.00385323,1,0.712644313,0.091688341,0.583556513,0.19509666,0.368934349,0.091692473,0.688117065,0.004465412,0.504454631,0.178394976,0.025017887,0.128207143,0.045659959,0.075197926,19.0946,0.261106,119.094,0.0682523,119,109,129,0.917645,0.206027,0.857109,0.0339055,15.4512,0.241421,119.005,0.0676318,119,109,129,0.320393,0.373862,0.844958,0.032662,0.314792878,0.53701133,0,0,0,0.04,0.06,1.99,0.02,2.24,2.5,2
468,3.17652,1,3.17738,999,468,1.24881,1,1.2498,999,468,3.05054,1,3.05245,999,468,4.5973,1,4.59708,999,468,4.08138,1,4.08096,999,468,5.99209,1,5.99256,999,468,5000.07,0,4999.84,999,468,5000.07,0,4999.93,999,468,5.16521,1,5.16572,999,468,80,7120,80,7120,0,0,0.011235955,0.312921348,0.67985204,0.142857143,1,1.003970237,0.0875,0,0.0875,0.0875,0,0,0,0,0.0875,0.041492855,0.078089888,0.095786517,3.844498794,0.030406469,0.0268376,0,0.105882353,2.064929131,0.005505618,0.154457913,0.003230337,0.00744382,3.011579435,0.062921348,0.011095506,0,0.011095506,0.011095506,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4416.4,0.017139685,4338,4545,4545,4338,4456,4358,4385,28.57360258,0.013799397,28.21046565,29.31661166,29.31661166,28.21046565,28.62028725,28.34868871,28.37195962,0.061071828,0.855957872,0.000198479,0.204149095,0.138405288,0.008790087,0.10174207,0.019753378,0.043003939,6.62E-05,0.449674767,2.71E-05,0.000179785,0.000101635,3.77E-05,7.69E-05,4.82E-05,5.56E-05,9.83377,0.262664,13.7232,0.19328,14,10,17,1.99387,0.302692,0.880047,0.0948155,9.70048,0.248577,13.6838,0.200266,14,10,17,1.79218,0.413383,0.876457,0.0928185,0.670324598,0.748370985,0.01,0,0.01,60.19,0.04,2.01,0.32,2.04,2.07,2
469,4.63129,1,4.63239,999,469,29.9045,1,29.9035,999,469,54.6587,1,54.6579,999,469,32.4161,1,32.4154,999,469,7.81681,1,7.81709,999,469,6.66898,1,6.67052,999,469,5000.07,0,4999.95,999,469,5000.12,0,5000.04,999,469,58.7911,1,58.795,999,469,175,3727,175,3727,0,0,0.046954655,0.371612557,0.66041278,0.2,1,0.827064933,0.028571429,0,0.028571429,0.028571429,0,0,0,0,0.028571429,0.100492902,0.021196673,0.036490475,3.573365334,0.083546122,0.062066668,0,0.247058824,3.000305826,0.005297252,0.233260674,0.002146499,0.008317682,2.854203821,0.18540381,0.042660125,0.029180783,0.038636973,0.045344781,0.069789855,0.062603279,0.054735712,0.082908506,4.194639675,0.070332453,0.070254403,0.054491707,0.089923291,0.866627092,3,0,3,3,0,4115.166667,0.021887598,4011,4276,4276,4011,4174,4044,4128,35.88964348,0.036812529,33.89379004,37.45322732,37.45322732,33.89379004,37.14973646,34.41400194,36.4003989,0.172528044,0.688402815,0.001689921,0.454955928,0.354582587,0.030587614,0.259074248,0.081485808,0.145999982,0.001869138,0.650225846,0.000198174,0.008346112,0.003136726,0.000594566,0.00249318,0.00091641,0.001637328,13.776,0.252949,34.7079,0.134164,35,29,41,1.44628,0.240963,0.866381,0.0633047,12.4554,0.253016,34.72,0.133204,35,29,41,0.945401,0.423455,0.856022,0.0612147,0.534336673,0.713765448,0,0,0,13.39,0.03,2,0.06,2.12,2.16,2
470,0.025995,1,0.0263179,999,470,0.024996,1,0.02577,999,470,0.017997,1,0.0189411,999,470,0.019996,1,0.0208751,999,470,0.028995,1,0.029667,999,470,0.628904,1,0.631317,999,470,0.109982,1,0.109716,999,470,0.114982,1,0.114764,999,470,0.008998,1,0.00939499,999,470,75,1597,75,1597,0,0,0.046963056,0.378835316,0.641110982,0.2,1,0.83515612,0.066666667,0,0.066666667,0.066666667,0,0,0,0,0.066666667,0.084572917,0.055103319,0.080776456,3.380500276,0.081547131,0.059361943,0,0.25,2.754196861,0.011939052,0.193669684,0.006261741,0.018159048,2.62405978,0.179085786,0.046253392,0.005563551,0.045084534,0.046336882,0.157465724,0.056259961,0.127113338,0.184095178,4.034745766,0.150870618,0.043686661,0.130598918,0.177014003,1.095600827,2.108108108,0.147296478,2,3,0.342541508,4394.571429,0.015469265,4321,4504,4504,4321,4483,4335,4358,19.01608441,0.021505496,18.51330711,19.7981794,19.7981794,18.51330711,19.21592684,18.57090408,19.10011534,0.170117743,0.652512024,0.002158982,0.44623158,0.326705975,0.026240785,0.238997608,0.083710976,0.154837088,0.001760629,0.566158136,0.000438599,0.0047717,0.003267222,0.00063922,0.002161582,0.001021266,0.001590734,7.3937,0.313683,15.197,0.187531,15,12,19,1.7352,0.271022,0.882329,0.090652,6.41976,0.3295,15.1587,0.189675,15,12,19,1.32176,0.422753,0.860518,0.0913313,0.586874062,0.717387533,0,0,0,5.21,0.01,1.99,0.02,1.68,2.22,2
471,0.291954,1,0.292114,999,471,0.081987,1,0.0819821,999,471,0.006998,1,0.00746989,999,471,0.076987,1,0.07881,999,471,0.6519,1,0.652423,999,471,0.994847,1,0.997941,999,471,1790.48,1,1790.44,999,471,2027.21,1,2027.14,999,471,0.121981,1,0.122407,999,471,650,2769,626,2747,0.038338658,0.008008737,0.227884965,0.490765684,0.589467494,0,1,0.75044318,0.004874909,0.073621537,0.004792332,0.00798722,0.205162004,0,0,0.949035311,0.004874909,0.289447444,0.000728067,0.012377139,2.725296567,0.225837038,0.169918767,0,1,3.313458821,0.002340631,0.405119585,0.000364033,0.005824536,2.334607791,0.483072443,0.009735861,0.289016108,0.001456134,0.024754277,0.007428298,0.252006268,0.002548234,0.018201675,3.017784488,0.103734353,0.256010849,0.0453284,0.266666667,2.313016862,4.0368,0.046638536,4,5,0.157637491,3746.428571,0.026214937,3633,3919,3919,3633,3835,3655,3717,33.99983653,0.047950991,32.30653664,36.90890533,36.90890533,32.30653664,36.06831812,32.94269572,33.08422791,0.399746104,0.587625552,0.000419728,1,0.722361166,0.083183318,0.581574387,0.201277208,0.399971951,0.090459193,0.711026386,0.002365256,0.67610294,0.177483216,0.025745425,0.122229716,0.042188326,0.076336069,20.6051,0.270435,138.815,0.0662552,139,128,150,0.892436,0.211036,0.854234,0.0345178,16.4938,0.234966,138.78,0.063175,139,128,150,0.3002,0.354186,0.84436,0.0300438,0.308603666,0.50345835,0,0,0,0.05,0.08,1.99,0.03,2.22,2.48,2
472,0.071989,1,0.075668,999,472,0.034994,1,0.035239,999,472,0.081986,1,0.081684,999,472,0.246961,1,0.247225,999,472,0.308953,1,0.309674,999,472,1.35879,1,1.36017,999,472,5000.09,0,4999.95,999,472,5000.09,0,4999.94,999,472,0.077988,1,0.0804819,999,472,800,3408,787,3397,0.016518424,0.003238151,0.231675007,0.499489746,0.584602839,0,1,0.678045592,0.003843364,0.051964424,0.003811944,0.00635324,0.116417562,0,0,0.975566676,0.003843364,0.280720847,0.000588755,0.008536944,2.681979443,0.231144381,0.168966356,0,1,3.350565483,0.001878479,0.391174037,0,0.004415661,2.303168786,0.49102149,0.007633613,0.27891952,0.00117751,0.017662644,0.005762067,0.237338512,0.001766264,0.01236385,2.930456831,0.105848783,0.243725996,0.047619048,0.285714286,2.270700319,4.03562341,0.045928307,4,5,0.153776471,1635.133333,0.658747257,613,3623,3244,626,2700,740,1172,32.84069843,0.189551392,26.22512235,43.93182446,42.32860666,26.28125,39.33266613,26.93586387,30.41979522,0.404619139,0.564738915,0.000830152,1,0.705573084,0.089656727,0.587650157,0.213988052,0.403634163,0.091638863,0.678053875,0.005416779,0.601940313,0.173429908,0.027242851,0.121298642,0.047791532,0.076959768,25.849,0.278101,173.818,0.0632955,174,161,187,0.859215,0.212002,0.855721,0.0377899,20.0645,0.225927,173.998,0.0573588,174,162,187,0.261551,0.364178,0.842285,0.0274379,0.302348387,0.518948186,0,0,0,0.07,0.12,2,0.03,2.21,2.46,2
473,5000.04,0,4999.91,999,473,5000.03,0,4999.91,999,473,5000.09,0,5000.01,999,473,5000.07,0,4999.91,999,473,5000.11,0,4999.92,999,473,5000.1,0,4999.93,999,473,5000.07,0,4999.95,999,473,5000.06,0,4999.83,999,473,5000.08,0,4999.91,999,473,650,2769,636,2745,0.022012579,0.008743169,0.231693989,0.497352763,0.585713139,0,1,0.6985936,0.004765669,0.05852267,0.004716981,0.007861635,0.138998606,0,0,0.969763206,0.004765669,0.285920499,0.001821494,0.009471767,2.708797858,0.21796849,0.163265473,0,1,3.271983016,0.002310089,0.408947884,0.000364299,0.005464481,2.343423186,0.485974499,0.009441981,0.28763024,0.003642987,0.019672131,0.007227315,0.233217339,0.00291439,0.017850638,2.927273144,0.105746128,0.238813706,0.041632653,0.272727273,2.261287657,4.003149606,0.013997204,4,5,0.021287878,3755.285714,0.023583471,3663,3932,3932,3663,3806,3663,3718,33.16730724,0.06794453,30.85306782,37.00305188,37.00305188,30.85306782,36.26458224,31.619688,32.36605965,0.371226194,0.60626727,5.82E-05,1,0.678884968,0.065285994,0.553116925,0.1789684,0.35165814,0.086814783,0.703151494,0.004706264,0.311284995,0.173117174,0.021661982,0.121012805,0.037965797,0.069514737,26.3503,0.217155,138.82,0.0628365,139,128,150,0.907498,0.204423,0.854951,0.0319786,20.8034,0.200536,138.781,0.0621079,139,128,150,0.288804,0.376184,0.840999,0.0295016,0.302852229,0.518876542,0,0,0,0.05,0.08,1.99,0.02,2.23,2.49,2
474,2.91056,1,2.91106,999,474,1.3248,1,1.32417,999,474,8.10377,1,8.10432,999,474,21.6007,1,21.6008,999,474,16.4295,1,16.4288,999,474,7.43787,1,7.43958,999,474,5000.1,0,4999.94,999,474,5000.04,0,4999.93,999,474,16.4245,1,16.4252,999,474,90,8010,90,8010,0,0,0.011235955,0.310540396,0.686386569,0.142857143,1,0.999695754,0.077777778,0,0.077777778,0.077777778,0,0,0,0,0.077777778,0.04025875,0.069912609,0.084144819,3.900819314,0.035241248,0.026158871,0,0.112179487,2.175436916,0.004923013,0.172246005,0.002496879,0.006866417,3.114381193,0.06329588,0.011111111,0,0.011111111,0.011111111,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4385.25,0.023060171,4289,4527,4527,4289,4527,4290,4435,31.7051668,0.017351232,30.88785265,32.43759664,32.43759664,30.88785265,32.43759664,31.71235431,31.78286359,0.070736258,0.715533034,6.53E-05,0.212444464,0.146546422,0.010367551,0.104619725,0.029654781,0.064505956,6.71E-05,0.430600202,2.78E-05,0.000154897,0.000122218,3.91E-05,7.42E-05,4.95E-05,6.01E-05,10.5034,0.245094,15.3984,0.187563,15,12,19,1.92191,0.296721,0.876454,0.0900365,10.3075,0.242874,15.4183,0.190446,15,12,19,1.69743,0.404551,0.873081,0.0872484,0.661476736,0.764088295,0.01,0.01,0,60.16,0.04,2,0.36,2.05,2.08,2
475,5000.11,0,5000.01,999,475,5000.07,0,4999.91,999,475,5000.03,0,4999.91,999,475,5000.03,0,4999.91,999,475,5000.12,0,5000.12,999,475,5000.04,0,4999.92,999,475,5000.07,0,4999.94,999,475,5000.1,0,4999.93,999,475,5000.02,0,4999.91,999,475,80,7120,80,7120,0,0,0.011235955,0.31111557,0.691573746,0.142857143,1,1.003797947,0.0875,0,0.0875,0.0875,0,0,0,0,0.0875,0.032008288,0.078651685,0.094241573,3.859873123,0.031164304,0.02293808,0.001579779,0.090909091,2.051241139,0.005358146,0.143875553,0.003230337,0.007022472,2.907769869,0.061235955,0.011095506,0,0.011095506,0.011095506,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4387,0.01754564,4276,4477,4477,4276,4470,4342,4370,28.6990893,0.011561781,28.31759558,29.18434005,29.18434005,28.31759558,28.94415904,28.36880262,28.6805492,0.06294332,0.711972906,0.004255841,0.177013624,0.13703022,0.013278351,0.092081079,0.026130793,0.05063402,6.33E-05,0.332489952,2.89E-05,0.000162212,9.18E-05,4.20E-05,7.40E-05,4.93E-05,5.94E-05,9.80454,0.250616,13.7098,0.197738,14,10,17,1.988,0.297942,0.880023,0.0937562,9.58397,0.25879,13.7379,0.19874,14,10,17,1.7688,0.427214,0.875794,0.0935177,0.669420904,0.756462464,0.01,0,0.01,60.08,0.04,2,0.32,2.06,2.05,2
476,1.49777,1,1.49773,999,476,2.5956,1,2.59527,999,476,5.2262,1,5.22661,999,476,1.24481,1,1.24516,999,476,6.73997,1,6.73995,999,476,7.2169,1,7.2185,999,476,5000.05,0,4999.94,999,476,5000.13,0,5000.03,999,476,0.151976,1,0.152403,999,476,80,7120,80,7120,0,0,0.011235955,0.311155698,0.680072246,0.142857143,1,0.998570478,0.0875,0,0.0875,0.0875,0,0,0,0,0.0875,0.035453173,0.07991573,0.094241573,3.805593959,0.031646263,0.028730246,0,0.146141215,2.0615158,0.005198385,0.167450706,0.003511236,0.007022472,2.928480756,0.059410112,0.011095506,0,0.011095506,0.011095506,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4413.8,0.022120821,4298,4570,4570,4298,4478,4350,4373,28.52290176,0.01491802,27.93229409,29.2297593,29.2297593,27.93229409,28.66689655,28.35953551,28.42602333,0.063352451,0.863401392,8.74E-05,0.27010703,0.128185353,0.009632388,0.086580779,0.020165435,0.053541851,6.58E-05,0.388471431,2.92E-05,0.000138775,0.000113338,4.30E-05,7.46E-05,4.70E-05,5.87E-05,9.67726,0.264505,13.7354,0.195071,14,10,17,1.96589,0.300977,0.876631,0.0942212,9.36443,0.256647,13.8129,0.200579,14,10,17,1.75418,0.429552,0.875307,0.0958082,0.672095569,0.757966624,0.01,0,0.01,60.24,0.03,2,0.33,2.05,2.07,2
477,0.015997,1,0.0172271,999,477,0.034993,1,0.0351309,999,477,0.005999,1,0.0067171,999,477,0.024995,1,0.0249609,999,477,0.028994,1,0.0294709,999,477,0.623904,1,0.62488,999,477,2.33764,1,2.33902,999,477,2.69859,1,2.70008,999,477,0.003999,1,0.00648695,999,477,75,1597,75,1597,0,0,0.046963056,0.370569818,0.642950659,0.2,1,0.815580372,0.066666667,0,0.066666667,0.066666667,0,0,0,0,0.066666667,0.097831559,0.051346274,0.085159674,3.465020305,0.068736432,0.054512559,0,0.211009174,2.762121815,0.013191401,0.197372989,0.006261741,0.019411396,2.731901662,0.197871008,0.0461866,0.006582481,0.045084534,0.046336882,0.157995835,0.057093038,0.130870382,0.187852223,4.054602685,0.151544961,0.04622159,0.131134049,0.177561753,1.141079416,2.216216216,0.185750564,2,3,0.522077064,4399.714286,0.006535357,4355,4444,4444,4355,4421,4366,4409,18.80725982,0.023023671,18.34600501,19.72614762,19.72614762,18.34600501,18.93191586,18.37242005,18.71156463,0.144569597,0.728960246,0.000763266,0.403441847,0.309262063,0.025714292,0.216957279,0.059582236,0.115910498,0.00172817,0.670910009,0.000240113,0.005961498,0.003708949,0.000594512,0.002191706,0.000844505,0.001402198,7.4823,0.31754,15.1997,0.187708,15,12,19,1.7367,0.267482,0.882548,0.090919,6.48801,0.330839,15.2136,0.187515,15,12,19,1.32955,0.420791,0.861081,0.0912873,0.586037471,0.71935145,0,0,0,5.28,0,2,0.02,1.7,2.18,2
478,0.034994,1,0.0360111,999,478,0.011997,1,0.0133129,999,478,0.074988,1,0.076622,999,478,0.117981,1,0.117501,999,478,0.037994,1,0.038927,999,478,0.802877,1,0.803374,999,478,0.184971,1,0.185887,999,478,0.182972,1,0.183722,999,478,0.139977,1,0.139931,999,478,350,1491,344,1485,0.01744186,0.004040404,0.231649832,0.494612795,0.583340414,0,1,0.658566342,0.008787487,0.049479301,0.00872093,0.011627907,0.109103901,0,0,0.977104377,0.008787487,0.286913127,0.001346801,0.01952862,2.690322945,0.233997543,0.169518933,0,1,3.329258856,0.00456503,0.400458563,0.000673401,0.010774411,2.376199574,0.521212121,0.017019027,0.277024494,0.002693603,0.034343434,0.013231303,0.241197034,0.005387205,0.026936027,2.934328629,0.111632909,0.238619413,0.052564103,0.238095238,2.312893108,4.005830904,0.019006645,4,5,0.035811441,3940.571429,0.013036736,3894,4056,4056,3894,3946,3895,3941,21.96185203,0.039576606,20.8941962,23.27901673,23.27901673,20.8941962,23.18959566,21.12068525,21.65571245,0.395602302,0.607077606,0.001729777,1,0.737586481,0.08498557,0.585638953,0.193000251,0.368414515,0.091249958,0.701819004,0.007167022,0.556236583,0.174596523,0.02806173,0.127338311,0.04426835,0.077548192,12.3161,0.32243,76.7263,0.0847069,77,69,85,0.986144,0.20758,0.857745,0.0452421,10.2387,0.289674,76.7786,0.0824808,77,69,85,0.413702,0.386058,0.847771,0.0402422,0.337578612,0.624985592,0,0,0,0.02,0.03,1.99,0.01,2.25,2.53,2
479,0.008997,1,0.00928391,999,479,0.038994,1,0.039813,999,479,0.011998,1,0.0132871,999,479,0.048991,1,0.0490451,999,479,0.06299,1,0.0651139,999,479,0.743886,1,0.745551,999,479,19.465,1,19.4653,999,479,20.3649,1,20.3649,999,479,0.012997,1,0.0146439,999,479,100,2130,100,2130,0,0,0.046948357,0.364319249,0.650442143,0.2,1,0.803649138,0.05,0,0.05,0.05,0,0,0,0,0.05,0.087807234,0.037089202,0.060093897,3.414298536,0.096025198,0.05684443,0,0.244094488,2.98883555,0.009201878,0.237669688,0.003755869,0.015023474,2.833285415,0.184037559,0.045887324,0.01039565,0.044131455,0.046478873,0.119387247,0.059910573,0.097652582,0.144131455,4.117085057,0.115751014,0.056296703,0.095857583,0.141457462,1.072815947,2.717171717,0.165750906,2,3,0.595604723,4302.285714,0.012551907,4253,4408,4408,4253,4350,4256,4276,23.68947886,0.040161665,22.82741594,25.7534029,25.7534029,22.82741594,24.02436782,22.82973788,23.43171188,0.200432149,0.543061352,0.003448517,0.44673869,0.342990882,0.049529718,0.276192389,0.115364322,0.205506052,0.001921573,0.603049804,0.000408722,0.00669236,0.003960708,0.000808823,0.002385439,0.001123409,0.001647547,8.07724,0.324587,20.2585,0.166782,20,16,25,1.61187,0.261494,0.874162,0.0805807,7.22393,0.342769,20.2117,0.168754,20,16,25,1.1978,0.430814,0.859273,0.0795969,0.568701458,0.711508295,0,0,0,7.2,0.02,1.99,0.03,2.14,2.19,2
