INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
225,5000.29,0,5000.15,999,225,5000.09,0,4999.94,999,225,5000.17,0,5000.07,999,225,5000.21,0,5046.29,999,225,5000.24,0,5000.12,999,225,5000.21,0,4999.98,999,225,5000.12,0,5000.03,999,225,5000.33,0,5000.22,999,225,5000.38,0,5000.2,999,225,5000.01,0,4999.92,999,225,5000.02,0,5000.01,999,225,5000.1,0,5000.01,999,225,5000.05,0,5000.03,999,225,5000.01,0,4999.93,999,225,5000.44,0,5000.29,999,225,5000.04,0,4999.91,999,225,5000.05,0,4999.93,999,225,5000.34,0,5000.19,999,225,171676,870241,86089,567099,0.994168825,0.534548641,0.151805946,0.379494271,1.272352467,0,1,0.791920973,2.99E-05,2.011730165,2.32E-05,0.000731801,0.158299898,0,0.978679208,0.984313145,2.99E-05,1.373640381,3.53E-06,0.000393229,2.347052883,0.188191405,0.164826426,0,1,2.31959627,2.27E-05,1.743003998,3.53E-06,0.000370306,2.193773372,0.97642916,0.000149797,0.704618869,3.53E-06,0.00065068,-1,0,-1,0,-512,-1,0,-1,0,0,46.21311475,0.010451167,45,47,0.692654335,10,0,10,10,10,10,10,10,10,830.1,0,830.1,830.1,830.1,830.1,830.1,830.1,830.1,0.746619557,0.393826179,8.41E-05,1,0.977238321,0.327655756,0.960375687,0.406224839,0.946936835,0.097076977,1.408538442,0,0.529440013,0.303722498,0.002809162,0.26741968,0.00362855,0.016221174,69194,0,0,0,0,0,0,7.42472,0,2.01596,0,1177,1.45981,23030.3,0.866026,34523,0,34523,2.26289,0.659098,0.994661,0.0247937,0.578541393,0.705789103,2.95,0.08,20.61,60.05,2.03,2.01,3.97,2.41,2.42,2
226,5000.29,0,5000.14,999,226,5000.03,0,4999.93,999,226,5000.12,0,5000.04,999,226,5000.28,0,5000.18,999,226,5000.24,0,5000.1,999,226,5000.32,0,5000.22,999,226,5000.11,0,5000.03,999,226,5000.07,0,4999.97,999,226,5000.28,0,5000.09,999,226,5000.08,0,4999.92,999,226,5000.05,0,4999.91,999,226,5000.04,0,4999.91,999,226,5000.11,0,5000.07,999,226,5000.1,0,5000.02,999,226,5000.37,0,5000.69,999,226,5000.01,0,4999.91,999,226,5000.05,0,4999.93,999,226,5000.24,0,5000.19,999,226,133566,676901,57489,376579,1.32333142,0.797500657,0.152661195,0.378983104,1.27255028,0,1,0.807520013,4.48E-05,1.984448074,3.48E-05,0.001095862,0.177763632,0,0.97644319,0.982909297,4.48E-05,1.337192875,5.31E-06,0.000592173,2.412973813,0.188384267,0.165147367,0,1,2.39137629,3.39E-05,1.696848415,5.31E-06,0.000557652,2.268781342,0.973851436,0.000217285,0.714573202,5.31E-06,0.000979874,-1,0,-1,0,-512,-1,0,-1,0,0,36.13829787,0.011128088,35,37,0.538187709,37.5,0.646769751,9,68,68,9,66,11,47,281.4514176,0.546727407,143.787234,575.7272727,575.7272727,143.787234,384.9848485,150.1111111,228.3333333,0.70096506,0.467796688,6.00E-05,1,0.954495251,0.202672478,0.944834857,0.295687421,0.925375271,0.085375401,1.456227684,0,0.528166589,0.268083937,0.00333554,0.238188147,0.00614408,0.008561251,11766,0,0,0,0,0,0,4.95545,0,1.14611,0,1143,1.99399,18371,0.559022,22921,0,23005,1.61142,0.931223,0.995069,0.0366939,0.617183577,0.710711495,2.13,0.05,9.01,60.04,2.01,2,3.51,2.27,2.36,2.01
227,5000.26,0,5000.14,999,227,5000.11,0,5000.02,999,227,5000.12,0,5000.05,999,227,5000.25,0,5000.2,999,227,5000.27,0,5000.2,999,227,5000.21,0,5000.09,999,227,5000.09,0,5000.03,999,227,5000.31,0,5000.17,999,227,5000.35,0,5000.36,999,227,5000.02,0,5000.12,999,227,5000,0,4999.91,999,227,5000.05,0,4999.91,999,227,5000.15,0,5000.17,999,227,5000.01,0,4999.92,999,227,5000.39,0,5000.29,999,227,5000,0,4999.91,999,227,5000.1,0,4999.93,999,227,5000.25,0,5000.14,999,227,133566,667976,57316,370290,1.330344058,0.803926652,0.154786789,0.383049534,1.261421847,0,1,0.812473132,4.51E-05,1.993280137,3.49E-05,0.00109917,0.181384059,0,0.975840557,0.982619028,4.51E-05,1.344726615,5.40E-06,0.000602231,2.397279846,0.18441113,0.161573941,0,1,2.368447818,3.40E-05,1.712114962,5.40E-06,0.000567123,2.233478901,0.973245294,0.000221101,0.713853779,5.40E-06,0.000996516,-1,0,-1,0,-512,-1,0,-1,0,0,36.13402062,0.010975968,35,37,0.527606049,55.28571429,0.873407947,0,131,131,0,121,9,33,476.2820947,0.691802848,276.375,1255.444444,1255.444444,276.375,548.7878788,295.0413223,324.2519084,0.700937568,0.466881015,0.000131271,1,0.954603009,0.204601628,0.944770207,0.303765019,0.924937343,0.085593352,1.452663847,0,0.528298824,0.268415472,0.00362042,0.238190599,0.00623873,0.008786926,14481,0,0,0,0,0,0,5.11827,0,1.18991,0,2079.8,2.09444,18277.6,0.559044,22799,0,22899,1.68471,1.00469,1.00712,0.0640346,0.566611623,0.722990309,2.12,0.06,8.95,60.04,2.02,2.02,3.49,2.27,2.35,2.04
228,125.019,1,125.137,999,228,76.3014,1,76.2985,999,228,39.513,1,39.5599,999,228,88.6785,1,88.6796,999,228,75.1896,1,75.1868,999,228,77.2782,1,77.2852,999,228,78.755,1,78.7736,999,228,82.1405,1,82.1391,999,228,75.2746,1,75.2762,999,228,5.16021,1,5.16499,999,228,2.56261,1,2.56837,999,228,11.9372,1,11.9401,999,228,24.6533,1,24.6707,999,228,2.57461,1,2.58236,999,228,158.745,1,158.747,999,228,132.714,1,132.713,999,228,68.6206,1,68.6205,999,228,99.1919,1,99.1912,999,228,118038,8780591,105928,8734216,0.114322936,0.005309578,0.012127935,0.918399052,0.267186749,0,1,0.530094361,2.69E-05,3.091281769,1.89E-05,0.003200287,0.394336571,0,0.926211694,0.97603288,2.69E-05,6.996725135,8.01E-07,0.006484039,5.399320768,0.580807299,0.275969799,0,0.985185185,4.246551154,1.89E-05,6.721876985,0,0.004305366,5.130908988,0.975955484,3.87E-05,4.383439341,8.01E-07,0.00535755,0,0,0,0,-512,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926925585,0.204653861,0,1,1,0.53698866,1,0.997816219,0.999997282,0.046454645,2.572851558,0,0.5,0.227342587,0,0.002374609,0,2.29E-06,377895,0,0,0,0,0,0,2462.11,0,1.22977,0,46817,0,0,0,0,0,0,217.49,0,1.024,0,0.013254286,0.013254286,114.72,1.48,35.96,137.42,3.4,2.02,70.9,8.87,8.27,2.3
229,117.1,2,117.101,999,229,28.8016,2,28.8014,999,229,32.3361,2,32.3386,999,229,19.855,2,19.859,999,229,965.619,2,965.583,999,229,675.169,2,675.175,999,229,206.515,2,206.511,999,229,11.3553,2,11.3551,999,229,1069.08,2,1069.04,999,229,1195.23,2,1195.25,999,229,1240.22,2,1240.2,999,229,1238.7,2,1238.68,999,229,17.8043,2,17.8053,999,229,305.494,2,305.486,999,229,34.0698,2,34.111,999,229,352.92,2,352.918,999,229,57.8352,2,57.8333,999,229,31.2792,2,31.2791,999,229,17710,304026,11639,289635,0.521608386,0.049686675,0.040185061,0.798161481,0.471639083,0,1,1.018498148,0.000282227,1.954939795,0.000171836,0.011255262,0.687406815,0,0.889412536,0.912880004,0.000282227,2.189267765,2.42E-05,0.016216963,4.62705913,0.397755387,0.295380913,0,0.961165049,4.03702616,0.000158691,1.79116801,0,0.005683015,4.47332788,0.911581818,0.000485535,1.61584533,2.42E-05,0.011241735,-1,0,-1,0,-512,-1,0,-1,0,0,4.65,0.102574108,4,5,0.647446639,323.1,1.482624577,67,1743,1743,79,266,102,183,44.54123742,0.127122615,34.66788321,54.82905983,54.82905983,36.86919105,47.16783217,39.96078431,46.83544304,0.79343679,0.393585095,0,0.9999992,0.996489968,0.109198248,0.985026364,0.726787678,0.949627572,0.047699019,1.982826635,0,0.499940453,0.198463856,6.05E-07,0.031020722,1.15E-05,0.000403058,868.8,1.68067,3755.6,0.559052,4685,0,4696,12.2401,0.770759,1.00162,0.0283868,856.857,0.346125,4036.43,0.441134,4686,0,4740,8.25583,0.37495,1.00097,0.0104313,0.208581143,0.571547823,1.19,0.05,0.47,60.83,2.02,2,2.9,2.26,2.23,2
230,275.508,1,275.601,999,230,61.7546,1,61.7552,999,230,1140.62,1,1140.9,999,230,88.0286,1,88.0436,999,230,66.6699,1,66.6686,999,230,226.537,1,226.532,999,230,382.575,1,382.607,999,230,85.1241,1,85.1787,999,230,66.6039,1,66.6672,999,230,1658.59,1,1658.54,999,230,531.768,1,532.036,999,230,36.6914,1,36.7088,999,230,64.1512,1,64.3969,999,230,22.1306,1,22.1614,999,230,3230.69,0,3231.36,999,230,373.519,1,373.522,999,230,253.95,1,253.947,999,230,5000.44,0,5000.22,999,230,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
231,8.01978,1,8.01979,999,231,29.7195,1,29.7303,999,231,9.94349,1,10.0197,999,231,11.1863,1,11.1859,999,231,10.1944,1,10.1962,999,231,13.7189,1,13.7195,999,231,12.2571,1,12.2619,999,231,17.7973,1,17.7984,999,231,10.3214,1,10.3221,999,231,19.515,1,19.5316,999,231,11.9522,1,11.9537,999,231,20.2399,1,20.2425,999,231,59.7069,1,59.7636,999,231,15.9646,1,32.1684,999,231,59.8219,1,59.8297,999,231,17.7203,1,17.7322,999,231,39.579,1,39.5795,999,231,92.363,1,92.3897,999,231,191522,788339,58468,432357,2.275672163,0.823351998,0.135230839,0.372389099,0.999891368,0,1,1.973319613,6.06E-05,0.694911546,3.42E-05,0.000444688,1.642968493,0,0.520754839,0.657435869,6.06E-05,1.168786429,1.62E-05,0.000742442,3.667869389,0.225003805,0.164014764,0,0.72972973,3.689956504,2.79E-05,1.236870092,4.63E-06,0.000312242,2.983982995,0.599557773,6.60E-05,0.982573617,1.16E-05,0.000730877,-1,0,-1,0,-512,-1,0,-1,0,0,96,0.011068326,94,98,1.416011002,837.25,0.476701119,200,1257,1257,200,1257,821,1071,32.58344483,0.190401809,23.7254902,39.155,39.155,23.7254902,39.155,29.87350835,37.57978076,0.600387675,0.463780049,9.89E-05,0.996346162,0.919990336,0.147291926,0.826604891,0.41531865,0.655154926,0.032321024,1.245581529,0,0.357299961,0.089895242,0.000404037,0.047518709,0.003668796,0.015774488,13055,0,0,0,0,0,0,4.1088,0,1.23809,0,8476.75,1.37571,14972.2,0.666678,19923.5,0,19943,1.93539,1.29763,1.11897,0.297227,0.024948847,0.09959629,4.92,0.07,9.32,60.03,2.01,2.01,3.23,2.38,2.44,2
232,111.7,2,111.696,999,232,86.5348,2,86.5342,999,232,99.4469,2,99.4446,999,232,196.683,2,196.679,999,232,497.165,2,497.151,999,232,236.376,2,236.37,999,232,174.364,2,174.36,999,232,105.915,2,105.911,999,232,497.962,2,497.954,999,232,448.131,2,448.138,999,232,164.276,2,164.308,999,232,398.47,2,398.47,999,232,87.3537,2,87.3543,999,232,211.757,2,211.793,999,232,75.1726,2,75.1726,999,232,1084.41,2,1084.38,999,232,228.274,2,228.273,999,232,110.472,2,110.469,999,232,24415,711050,21173,700461,0.153119539,0.015117187,0.030227236,0.759712295,0.508317959,0,1,1.046944047,0.000144223,2.06922144,9.45E-05,0.007556794,0.700109876,0,0.838483513,0.955861925,0.000144223,2.810817761,9.99E-06,0.016002318,4.861573812,0.4721462,0.27223759,0,0.971631206,4.253334858,9.57E-05,2.258050353,2.86E-06,0.007466511,4.717172914,0.954959662,0.000227888,2.116433041,9.99E-06,0.012364714,-1,0,-1,0,-512,-1,0,-1,0,0,4,0,4,4,0,401,0,401,401,401,401,401,401,401,26.49127182,0,26.49127182,26.49127182,26.49127182,26.49127182,26.49127182,26.49127182,26.49127182,0.862348397,0.287053714,0,1,0.999999134,0.455276858,0.999965187,0.872737064,0.996685102,0.082096391,1.733713823,0,0.5,0.348322255,4.21E-07,0.081071309,3.29E-05,0.002631372,6363,0,0,0,0,0,0,32.5955,0,1.04261,0,2960,0,0,0,0,0,0,18.8748,0,1.0194,0,0.273834076,0.671318664,2.66,0.11,1.53,60.59,2.05,2.01,4,2.56,2.5,2.04
233,5000.19,0,5000.04,999,233,960.832,2,960.82,999,233,3636.04,2,3635.95,999,233,2037.75,2,2037.67,999,233,5000.17,0,5000.06,999,233,5000.24,0,5000.05,999,233,5000.07,0,4999.94,999,233,380.915,2,380.903,999,233,5000.16,0,5000.04,999,233,1747.5,2,1747.6,999,233,730.077,2,730.068,999,233,4911.63,2,4911.55,999,233,1100.02,2,1100,999,233,5000.05,0,4999.92,999,233,1677.1,2,1677.07,999,233,5000.08,0,5000.01,999,233,5000.12,0,4999.93,999,233,1238.91,2,1238.9,999,233,154309,3230738,136989,3193200,0.126433509,0.011755606,0.042900225,0.537333492,0.751968518,0,1,1.326907617,2.21E-05,2.952234038,1.46E-05,0.026461979,0.978310524,0,0.600128085,0.953046787,2.21E-05,7.58652612,1.88E-06,0.01873168,4.362780068,0.460654849,0.258715826,0,1,4.048750869,1.63E-05,5.245777265,0,0.009443818,4.238394814,0.946139296,0.000251504,1.315228165,1.57E-06,0.01026713,-1,0,-1,0,-512,-1,0,-1,0,0,4.25,0.101885342,4,5,0.562335145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864211816,0.273745833,0,1,0.999996497,0.489361702,0.99992899,0.835029671,0.99693931,0.085373322,1.77686781,0,0.5,0.348546812,1.36E-06,0.091215143,4.50E-05,0.002424689,283957,0,0,0,0,0,0,264.872,0,1.82529,0,233673,0,0,0,0,0,0,140.876,0,1.61548,0,0.480884284,0.570514367,23.8,0.74,52.55,88.82,2.08,2,27.95,4.76,4.55,2.06
234,360.312,1,360.319,999,234,5000.09,0,5000.42,999,234,197.843,1,197.895,999,234,1368.35,1,1368.32,999,234,39.8859,1,39.9044,999,234,838.475,1,838.453,999,234,340.508,1,340.5,999,234,5000.05,0,4999.94,999,234,40.0569,1,40.0557,999,234,317.744,1,317.77,999,234,413.066,1,413.089,999,234,2109.75,1,2109.71,999,234,483.83,1,483.842,999,234,334.717,1,334.718,999,234,1813.51,1,1814.1,999,234,936.542,1,936.54,999,234,980.929,1,980.934,999,234,5000.11,0,4999.95,999,234,181484,890298,87587,676058,1.072042655,0.316895888,0.129555452,0.268725696,1.318199829,0,1,1.583810995,3.62E-05,0.796575101,2.28E-05,0.000216927,1.341753569,0,0.620378725,0.790405557,3.62E-05,0.959545579,1.04E-05,0.000322458,3.47814874,0.232385788,0.205355932,0,0.906976744,3.439605486,2.07E-05,1.014895733,1.48E-06,0.000170104,3.223241858,0.707828322,3.68E-05,0.748842126,5.92E-06,0.000244062,-1,0,-1,0,-512,-1,0,-1,0,0,82.75,0.010892904,81,84,1.234244946,75,0,75,75,75,75,75,75,75,9.946666667,0,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,9.946666667,0.544088985,0.592760114,2.11E-06,0.986643495,0.936330473,0.06231119,0.840939079,0.22104455,0.625973987,0.040070918,1.333977294,0,0.321739449,0.121085828,0.001277574,0.054055962,0.004730422,0.014568631,41784,0,0,0,0,0,0,10.0323,0,1.51783,0,4558,0.0111697,27612,0.00404617,27612,27533,27533,1.28601,0.11431,0.960097,0.000620277,0.062936923,0.162219433,3.98,0.11,21.29,60.05,2.05,2,4.39,2.54,2.6,2.01
235,39.0121,2,39.0143,999,235,26.297,2,26.2988,999,235,31.3102,2,31.3173,999,235,66.8338,2,66.8331,999,235,2139.04,2,2138.96,999,235,71.4151,2,71.4224,999,235,401.03,2,401.021,999,235,23.7084,2,23.7087,999,235,5000.1,0,4999.96,999,235,47.6148,2,47.6231,999,235,45.824,2,45.8271,999,235,37.3663,2,37.3707,999,235,50.8743,2,50.9201,999,235,274.242,2,274.243,999,235,168.701,2,168.758,999,235,158.28,2,158.327,999,235,67.3518,2,67.3497,999,235,105.975,2,105.971,999,235,310434,923497,45777,364855,5.781440461,1.531134286,0.125466281,0.368171596,0.721414433,0,1,1.833917818,8.72E-05,0.396948967,4.37E-05,0.000786421,1.681571831,0,0.127686341,0.459119376,8.72E-05,1.580336969,1.92E-05,0.001830864,2.946660714,0.188826308,0.153553862,0,0.941605839,2.803123418,3.23E-05,1.972372639,0,0.001033287,2.54781262,0.482736978,7.06E-05,1.449712327,1.37E-05,0.001521152,-1,0,-1,0,-512,-1,0,-1,0,0,7.590909091,0.081004487,6,9,0.931249794,293.4444444,0.279430884,125,421,421,125,358,250,276,14.65529746,0.159218594,9.67037037,17.11173184,17.11173184,9.67037037,16.576,14.06521739,14.73964497,0.606455751,0.407103622,0,0.999994801,0.874667344,0.150218966,0.769953187,0.530107897,0.655638989,0.075819419,0.82252608,0,0.4512137,0.151501536,0.000478375,0.118871901,0.020536782,0.074423758,2628,0,12408,0,12408,12408,12408,1.62931,0,0.920416,0,1825.33,0.0219161,12581.7,0.00482176,12604,12513,12604,0.376339,0.21174,0.897786,0.00562907,0.025284921,0.116839945,4.75,0.06,5.74,60.04,2.03,2,3.42,2.41,2.43,2
236,26.9349,2,26.9346,999,236,19.824,2,19.8249,999,236,28.0107,2,28.037,999,236,27.7698,2,27.7695,999,236,19.711,2,19.7195,999,236,18.6752,2,18.6751,999,236,20.026,2,20.0262,999,236,29.6375,2,29.6377,999,236,20.5399,2,20.5428,999,236,19.844,2,19.8451,999,236,12.6651,2,12.6692,999,236,19.468,2,19.4694,999,236,36.4845,2,36.4835,999,236,14.9427,2,14.9477,999,236,66.6629,2,66.6607,999,236,15.6856,2,15.689,999,236,50.7443,2,50.7438,999,236,37.1534,2,37.1511,999,236,96089,283993,16584,123658,4.79407863,1.296600301,0.134111825,0.375732182,0.709181618,0,1,1.793692196,0.000234776,0.390435588,0.000120598,0.00198987,1.63962088,0,0.127254201,0.469326691,0.000234776,1.337500286,5.66E-05,0.006987013,3.148098669,0.176102384,0.154138396,0,0.965811966,2.942708199,8.37E-05,1.590190112,0,0.002612043,2.663885605,0.460746575,0.00019078,1.290603628,4.04E-05,0.007140662,-1,0,-1,0,-512,-1,0,-1,0,0,7.491017964,0.074301839,6,9,0.819246553,401.7368421,0.262802709,122,605,574,286,464,362,387,11.17378558,0.13026581,8.683431953,15.2661157,12.55603448,8.762295082,12.29490617,10.29715762,11.27577938,0.552498368,0.45992621,1.04E-07,0.999976629,0.850340861,0.110470508,0.735177145,0.410297745,0.612810175,0.079473223,0.847761548,0,0.441942845,0.14891016,0.000356376,0.120574512,0.022498263,0.074446383,781,1.13111,3752.17,0.48997,4499,0,4513,1.03902,0.728697,0.952445,0.166447,729.933,0.336324,4468.67,0.00959638,4470,4402,4521,0.384191,1.31522,0.910626,0.0241198,0.038879391,0.121151126,1.38,0.02,0.79,60.01,2.02,2,2.43,2.15,2.32,2
237,321.902,2,321.901,999,237,224.663,2,224.665,999,237,366.489,2,366.488,999,237,592.917,2,592.915,999,237,289.427,2,289.42,999,237,271.414,2,271.416,999,237,258.996,2,258.989,999,237,431.788,2,431.775,999,237,295.863,2,295.86,999,237,295.732,2,295.759,999,237,132.277,2,132.286,999,237,324.507,2,324.521,999,237,390.882,2,390.875,999,237,150.328,2,150.325,999,237,2119.36,2,2119.32,999,237,271.36,2,271.404,999,237,253.468,2,253.471,999,237,1240.66,2,1240.62,999,237,433601,1291714,68748,547995,5.307107116,1.357163843,0.125453699,0.377347674,0.701136353,0,1,1.785569978,5.74E-05,0.382171006,2.91E-05,0.000785477,1.633065124,0,0.123878868,0.458336299,5.74E-05,2.045979102,1.28E-05,0.007642405,2.727017006,0.171025555,0.147234493,0,0.953125,2.63593613,2.08E-05,2.47515101,0,0.003844926,2.393347515,0.469223259,4.68E-05,1.822534216,9.12E-06,0.004319382,-1,0,-1,0,-512,-1,0,-1,0,0,7.25,0.05972589,7,8,0.562335145,275,0.692483056,111,542,542,111,542,111,172,18.38074563,0.401428906,12.23431734,28.75675676,28.75675676,12.23431734,28.75675676,12.23431734,14.15116279,0.621669023,0.415692116,0,1,0.909950843,0.161937669,0.823066077,0.554887808,0.655761842,0.075918363,0.759375536,0,0.442797179,0.147662519,0.001620893,0.120380469,0.022404655,0.078961545,22804,0,0,0,0,0,0,4.35981,0,1.76942,0,3779.5,0.462299,19198.5,0.0129278,19198.5,19023,19023,1.11297,0.781872,0.923815,0.0409504,0.019808773,0.054272377,6.79,0.09,12.88,60.1,2.05,2,4.18,2.6,2.66,2.01
