INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
238,5000.11,0,4999.92,999,238,5000.13,0,4938.05,999,238,5000.08,0,4999.93,999,238,5000.05,0,4999.93,999,238,5000.11,0,5000.02,999,238,5000.02,0,5000.02,999,238,2182.13,2,2182.18,999,238,5000.04,0,4999.92,999,238,5000.02,0,4994.13,999,238,5000.11,0,4999.93,999,238,2790.3,2,2790.24,999,238,5000.03,0,5000.03,999,238,5000.09,0,5000.03,999,238,5000.06,0,4999.91,999,238,5000.07,0,4999.92,999,238,870,69964,841,69094,0.034482759,0.012591542,0.012171824,0.494077337,1.007709862,0,1,0.808060128,0.003222583,1.94962643,0.002378121,0.068965517,0.119791198,0,0.979998263,0.979998263,0.003222583,0.179515008,0.001534142,0.005007671,4.314650697,0.450556388,0.054316285,0.295154185,0.601156069,2.9186259,0.001748329,0.392614718,0.000448664,0.003820882,4.434914319,0.735172374,0.012157351,0,0.012157351,0.012157351,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1051.714286,1.387131644,110,4528,4528,110,1216,254,332,78.37290061,0.137617342,67.48859935,99.96886042,99.96886042,67.48859935,87.3398374,68.72590361,74.37795276,0.906112747,0.014969762,0.852041436,0.942897379,0.921373877,0.888498693,0.914148861,0.900876016,0.906448261,2.61E-05,4.895529071,0,0.001063607,9.86E-06,9.00E-09,2.04E-06,7.40E-08,3.68E-07,9.04317,0.167794,395.511,0.0359342,395,378,415,36.237,0.106038,0.999561,0.000166978,10.5625,0.241359,393.931,0.0354217,393,374,413,34.3688,0.196015,0.999619,0.000195083,0.838189409,0.951483219,0.39,0.01,0.03,60.01,2.01,1.99,2.19,2.1,2.1,2.01
239,5000.07,0,4999.91,999,239,5000.06,0,4946.56,999,239,5000.1,0,4999.94,999,239,5000.05,0,4999.93,999,239,3803.24,2,3803.15,999,239,5000.12,0,5000.03,999,239,3403.32,2,3403.21,999,239,5000.03,0,4999.91,999,239,5000.03,0,4992.95,999,239,5000.05,0,4999.82,999,239,3161.18,2,3161.04,999,239,5000.01,0,4999.93,999,239,5000.15,0,5000.36,999,239,5000.05,0,4999.91,999,239,5000.07,0,4999.92,999,239,120,48342,120,48342,0,0,0.002482314,0.244118986,0.80743899,0,1,1.34643252,0.083291961,0.015755358,0.041666667,0.083333333,0.007858368,0,0,0,0.083291961,0.206966576,0.049687642,0.113358984,2.108887301,0.075331501,0.034465126,0.038686131,0.140875912,1.898972632,0.000773137,0.297721487,0.000248231,0.001220471,2.867440499,0.009370734,0.002461628,0,0.002461628,0.002461628,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,2184.75,0.126253882,1733,2621,2621,1733,2502,2049,2186,19.54209076,0.13564775,17.32374101,23.52956887,23.52956887,17.32374101,23.5243805,17.65548634,17.68181818,0.141477622,0.401032709,0.081931901,0.245468212,0.242371975,0.085715747,0.167311434,0.100763456,0.113708344,0.493867782,0.002014437,0.492084494,0.495887276,0.495088927,0.492527599,0.494604189,0.492954772,0.494107758,9.03047,0.163486,14.4931,0.178533,15,11,18,1.52643,0.340644,0.904192,0.0890781,8.04,0.316034,14.544,0.194377,14,11,18,0.811427,0.602004,0.867798,0.097698,0.539345238,0.687377231,0.22,0.01,0.05,62.06,0.81,1.99,1.5,2.11,2.1,2
240,5000.06,0,4999.82,999,240,5000.11,0,4954.49,999,240,5000.06,0,4999.94,999,240,5000.08,0,5000.03,999,240,5000.04,0,4999.92,999,240,5000.1,0,5000.03,999,240,3709.53,2,3709.44,999,240,5000.04,0,4999.91,999,240,5000.04,0,4993.23,999,240,5000.11,0,5000.02,999,240,5000.04,0,4999.81,999,240,5000.09,0,5000.02,999,240,5000.1,0,5000.03,999,240,5000.07,0,5000.01,999,240,5000.07,0,4999.92,999,240,810,68270,783,67460,0.034482759,0.012007115,0.011606878,0.492665271,1.010531985,0,1,0.813617138,0.003449544,1.909898181,0.002554278,0.074074074,0.118173316,0,0.979765787,0.979765787,0.003449544,0.188663787,0.002119775,0.005677438,4.386225592,0.452325237,0.071887207,0.284482759,0.593939394,3.113177791,0.001917829,0.413599009,0.000637415,0.004180255,4.705393175,0.750830122,0.011592055,0,0.011592055,0.011592055,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,335.5909091,0.336836528,63,675,396,271,385,295,342,74.67242428,0.040188916,68.71014493,80.82539683,78.80586081,70.50169492,76.03703704,72.24107143,75.31632653,0.903853219,0.017953511,0.848016531,0.940500151,0.921724753,0.881685951,0.916443024,0.894184249,0.905916236,3.82E-06,2.949140938,0,0.000140431,9.58E-06,2.00E-09,1.95E-06,1.80E-08,2.23E-07,44.2013,9.97166,365.132,0.0874313,368,350,382,39.9959,0.128175,1.00293,0.0407015,11.8442,0.19974,367.055,0.0351569,367,349,382,41.3569,0.133084,0.999857,0.000121989,0.888359113,0.946181506,0.37,0.01,0.02,60.01,2.01,2,2.06,2.07,2.1,2
241,5000.04,0,4999.92,999,241,5000.31,0,4955.7,999,241,5000.1,0,4999.94,999,241,5000.08,0,4999.93,999,241,5000.05,0,4999.92,999,241,5000.03,0,5000.03,999,241,3495.12,2,3495.07,999,241,5000.03,0,4999.92,999,241,5000.05,0,4994.15,999,241,5000.05,0,4999.93,999,241,4286.18,2,4286.11,999,241,5000.03,0,4999.93,999,241,5000.08,0,5000.04,999,241,5000.05,0,4999.91,999,241,5000.05,0,4999.82,999,241,780,65612,754,64832,0.034482759,0.012031096,0.011630059,0.486460192,1.020234896,0,1,0.867339151,0.004038023,1.890958596,0.00265252,0.076923077,0.168602048,0,0.965989018,0.965989018,0.004038023,0.135831349,0.002838105,0.006200642,4.153208312,0.282277243,0.06820987,0.14893617,0.454545455,2.943562513,0.001933543,0.380414853,0.000647828,0.00402579,4.560308782,0.728945582,0.009449479,0.074112353,0.007866486,0.011614635,-1,0,-1,0,-512,-1,0,-1,0,0,2.987692308,0.036903137,2,3,0.066355096,1189.4,1.087034997,107,3733,3733,107,751,651,705,72.43549193,0.189468738,58.11214953,95.98740959,95.98740959,58.11214953,76.76431425,59.68663595,71.62695036,0.877591997,0.017357081,0.841231612,0.916448431,0.898572525,0.858092761,0.887077386,0.86543557,0.877815823,2.06E-07,6.040992741,0,1.92E-05,2.03E-07,0,3.60E-08,1.00E-09,6.00E-09,10.6299,0.167304,350.487,0.0885065,352.5,337,368,38.5468,0.104101,0.999666,0.000202795,31.0703,7.73237,349.627,0.0836738,352,333,369,41.8741,0.102361,1.00123,0.018898,0.890882216,0.957534877,0.58,0.01,0.03,60.01,2.01,2.01,2.18,2.06,2.09,2
242,5000.06,0,5000.02,999,242,5000.14,0,4959.49,999,242,5000.05,0,4999.94,999,242,5000.05,0,4999.92,999,242,5000.06,0,5000.02,999,242,5000.09,0,5000.12,999,242,5000.13,0,5000.02,999,242,5000.09,0,5000.02,999,242,5000.1,0,4990.42,999,242,5000.07,0,4999.93,999,242,5000.06,0,4999.91,999,242,5000.1,0,5000.03,999,242,5000.13,0,5000.06,999,242,5000.04,0,4999.91,999,242,5000.09,0,5000.02,999,242,660,56654,638,55994,0.034482759,0.011786977,0.011394078,0.490208281,1.013123015,0,1,0.843287581,0.004469075,1.807329267,0.003134796,0.090909091,0.145179561,0,0.971782691,0.971782691,0.004469075,0.170643889,0.002821731,0.007036468,4.293542824,0.368456788,0.093885918,0.13592233,0.590027701,2.991596227,0.002235517,0.431869984,0.000678644,0.005125549,4.657071943,0.713129978,0.009090036,0.191509691,0.004607637,0.011376219,-1,0,-1,0,-512,-1,0,-1,0,0,2.936842105,0.08282595,2,3,0.235569589,1175.333333,1.352887056,215,4718,4718,215,676,447,510,70.07326517,0.156219192,59.06584362,91.78253497,91.78253497,59.06584362,75.2943787,62.94313726,67.88837209,0.889552925,0.024356784,0.825588097,0.940765189,0.912613144,0.858404015,0.905030012,0.874939358,0.8941327,1.31E-06,3.990770012,0,6.39E-05,2.42E-06,0,5.10E-07,1.00E-09,2.50E-08,7.73684,2.08536,297.377,0.0783191,298,281,314,41.3467,0.0996537,0.999857,0.0011278,7.56828,0.160072,299.467,0.0424151,299,284,315,40.984,0.152154,0.999846,0.00011374,0.916290314,0.966519789,0.36,0.01,0.01,60.01,2.01,1.99,1.71,2.09,2.08,2
243,5000.03,0,4999.92,999,243,5000.1,0,4961.19,999,243,5000.1,0,4999.94,999,243,5000.14,0,5000.23,999,243,5000.04,0,4999.92,999,243,5000.07,0,5000.03,999,243,3019.17,2,3019.07,999,243,5000.11,0,5000.11,999,243,5000.07,0,4993.83,999,243,5000.08,0,4999.93,999,243,3153.33,2,3153.3,999,243,5000.06,0,4999.93,999,243,5000.1,0,4999.93,999,243,5000.05,0,4999.91,999,243,5000.05,0,5000.12,999,243,540,40510,522,39970,0.034482759,0.013510133,0.013059795,0.485623031,1.023286527,0,1,0.844955655,0.005783073,1.770762712,0.003831418,0.111111111,0.166274791,0,0.964248186,0.964248186,0.005783073,0.150631423,0.003527646,0.00830623,3.941689536,0.291097863,0.086356378,0.132075472,0.458966565,3.09583129,0.002799801,0.392268025,0.000975732,0.005629222,4.761841338,0.730748061,0.007992009,0.171228486,0.004903678,0.011683763,-1,0,-1,0,-512,-1,0,-1,0,0,3,0,3,3,0,975.2,1.376327987,98,4796,4796,336,738,369,426,67.77404982,0.200736216,57.47652582,97.75331412,97.75331412,57.48275862,76.34693878,58.37365591,60.18452381,0.880997841,0.021550979,0.840803605,0.921090691,0.904668283,0.855886475,0.895797166,0.863540737,0.883892792,1.88E-06,3.979519338,0,9.89E-05,3.26E-06,1.00E-09,9.14E-07,6.00E-09,6.50E-08,4.17867,0.225392,246.006,0.0464185,246,231,260,35.5231,0.103507,0.999793,0.000136621,18.9142,13.4332,242.914,0.0749375,244,229,258,32.5914,0.239004,1.00272,0.0504857,0.937691868,0.969322902,0.29,0.01,0.01,60.04,1.25,2.01,1.32,2.06,2.07,2
244,5000.03,0,4999.82,999,244,5000.13,0,4945.75,999,244,5000.12,0,4999.94,999,244,5000.04,0,4999.93,999,244,5000.09,0,5000.02,999,244,5000.05,0,5000.02,999,244,5000.1,0,5000.02,999,244,5000.02,0,4999.91,999,244,5000.05,0,4993.03,999,244,5000.04,0,4999.92,999,244,3885.47,2,3885.38,999,244,5000.09,0,5000.03,999,244,5000.13,0,4999.98,999,244,5000.07,0,4999.91,999,244,5000.06,0,4999.91,999,244,75,25452,75,25452,0,0,0.002946723,0.246754675,0.806963856,0,1,1.355375155,0.133254754,0.017166019,0.066666667,0.133333333,0.009126311,0,0,0,0.133254754,0.071525294,0.107732202,0.144192991,1.251989421,0.067945203,0.056704288,0.005105762,0.159673025,1.459481874,0.001411808,0.202336951,0.00106082,0.00216093,2.430791329,0.010686783,0.002907434,0,0.002907434,0.002907434,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,2751.25,0.104979905,2266,3234,3234,2266,2968,2601,2818,19.29046894,0.091557901,17.39011474,23.48670377,23.48670377,17.39011474,20.07952623,18.36870434,18.86556604,0.122550899,0.808970999,0.000437019,0.276779698,0.275995155,0.001711042,0.16165224,0.026350669,0.147506804,0.494525601,0.000602331,0.494065503,0.495377019,0.494831902,0.494140438,0.494691541,0.49429675,0.494515229,5.37238,0.240586,8.13389,0.222461,8,6,10,1.946,0.381296,0.93349,0.0798308,4.45246,0.308782,8.24918,0.214352,8,6,10,1.17196,0.659159,0.893908,0.0935589,0.61646438,0.724812907,0.11,0,0.03,60.44,0.19,1.99,0.77,2.06,2.08,2
245,5000.07,0,4999.92,999,245,3470.12,2,3441.21,999,245,5000.1,0,5000.13,999,245,5000.13,0,5000.03,999,245,5000.12,0,5000.02,999,245,5000.04,0,5000.03,999,245,917.673,2,917.643,999,245,5000.06,0,4999.91,999,245,5000.11,0,4993.23,999,245,5000.07,0,4999.93,999,245,1121.82,2,1121.79,999,245,5000.05,0,4999.92,999,245,5000.08,0,4999.93,999,245,5000.09,0,4999.91,999,245,5000.04,0,4999.92,999,245,600,46074,580,45474,0.034482759,0.013194353,0.012754541,0.488452284,1.016343879,0,1,0.855634171,0.005085665,1.891349087,0.003448276,0.1,0.156210873,0,0.969652989,0.969652989,0.005085665,0.138191115,0.003628447,0.007058979,4.201731964,0.327963432,0.059075245,0.186147186,0.422018349,2.896099648,0.002480993,0.39109146,0.000989576,0.004991863,4.355097572,0.719488059,0.01273255,0,0.01273255,0.01273255,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1986.25,0.897934011,151,4735,4735,151,4735,698,2361,67.94151257,0.125641711,54.55873926,75.70538543,75.70538543,54.55873926,75.70538543,66.49006623,75.01185938,0.888569584,0.015311866,0.847803689,0.914702824,0.905114814,0.86994996,0.899341907,0.879739037,0.889936406,8.95E-07,2.519737818,0,1.90E-05,2.59E-06,2.00E-09,5.45E-07,1.10E-08,1.01E-07,46.7563,13.616,269.626,0.077171,270,256,285,36.4543,0.151997,1.02047,0.31385,6.73737,0.202601,271.97,0.0422045,272,258,287,37.4356,0.126037,0.999825,0.000153075,0.909640966,0.95828113,0.32,0,0.02,60.01,1.68,1.99,1.76,2.07,2.07,2
246,5000.05,0,4999.92,999,246,5000.14,0,4955.18,999,246,5000.08,0,4999.94,999,246,5000.05,0,4999.93,999,246,5000.06,0,4999.92,999,246,5000.02,0,4999.92,999,246,1745.74,2,1745.76,999,246,5000.11,0,4999.91,999,246,5000.07,0,4993.44,999,246,5000.1,0,5000.13,999,246,2420.91,2,2420.87,999,246,5000.09,0,4999.93,999,246,5000.13,0,4999.93,999,246,5000.09,0,4999.91,999,246,5000.1,0,4999.92,999,246,600,49070,580,48470,0.034482759,0.012378791,0.011966165,0.492136443,1.011144125,0,1,0.814855251,0.004636142,1.827788136,0.003448276,0.1,0.12267055,0,0.978749742,0.978749742,0.004636142,0.165937312,0.002805859,0.007117805,4.205976852,0.457979108,0.083670777,0.27184466,0.634854772,3.049155227,0.002573935,0.389667018,0.000928409,0.005591087,4.381109169,0.746441098,0.011945533,0,0.011945533,0.011945533,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1094.666667,0.74727799,78,2696,2696,78,1155,453,1122,83.10678528,0.136559132,64.62693157,99.1810089,99.1810089,64.62693157,90.23203463,73.15695489,87.8974359,0.908717411,0.021740291,0.855240396,0.958075333,0.932224278,0.879552988,0.9215648,0.897827164,0.912890519,8.56E-06,2.660817072,0,0.000271126,2.42E-05,1.30E-08,6.31E-06,6.30E-08,7.76E-07,45.4502,15.4138,270.615,0.0730988,271,257,285,38.6444,0.166167,1.05515,0.89635,11.9654,9.51226,272.007,0.0730094,272,257,288,37.6613,0.175837,1.00034,0.00951977,0.904702194,0.971073565,0.26,0,0.02,60.01,1.83,1.99,1.37,2.06,2.1,2
247,5000.05,0,4999.92,999,247,5000.15,0,4970.32,999,247,5000.12,0,4999.95,999,247,5000.07,0,4999.94,999,247,5000.12,0,5000.02,999,247,5000.02,0,5000.23,999,247,5000.07,0,4999.93,999,247,5000.08,0,4999.92,999,247,5000.07,0,4991.85,999,247,5000.12,0,4999.93,999,247,5000.07,0,4999.92,999,247,5000.03,0,5000.13,999,247,5000.06,0,4999.92,999,247,5000.04,0,5000.01,999,247,5000.1,0,4999.92,999,247,840,72688,812,71848,0.034482759,0.011691348,0.011301637,0.491351755,1.013471106,0,1,0.806227312,0.003331129,1.91408163,0.002463054,0.071428571,0.117543089,0,0.97970716,0.97970716,0.003331129,0.186160676,0.00217125,0.005483799,4.30937884,0.443343936,0.101346197,0.257425743,0.621052632,2.897828614,0.001843177,0.41501875,0.000612404,0.004439929,4.674738232,0.748329807,0.011287719,0,0.011287719,0.011287719,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,954.25,1.377576795,18,3205,3205,18,3205,67,527,87.06007154,0.205047197,61.88804554,112.3762871,112.3762871,61.88804554,112.3762871,86.72222222,87.25373134,0.906974208,0.024191629,0.858880709,0.955630015,0.928669218,0.873196077,0.922576687,0.888396979,0.913545213,6.38E-06,2.154375549,0,0.000111978,2.04E-05,2.00E-09,5.27E-06,2.00E-08,3.87E-07,9.65035,0.0954636,381.874,0.0364339,382,365,398,40.1438,0.10837,0.999794,0.000103372,9.09028,0.124727,380.708,0.0387736,380,361,399,31.5407,0.271442,0.999761,0.000109742,0.930802914,0.97801562,0.37,0.01,0.05,60.01,2.01,2,2.22,2.07,2.09,2.01
248,5000.03,0,4999.91,999,248,5000.29,0,4958.3,999,248,5000.11,0,4999.94,999,248,5000.08,0,4999.92,999,248,5000.04,0,4999.92,999,248,5000.08,0,5000.03,999,248,2999.01,2,2998.91,999,248,5000.11,0,5000.02,999,248,5000.04,0,4991.03,999,248,5000.06,0,4999.93,999,248,3483.8,2,3483.7,999,248,5000.08,0,5000.03,999,248,5000.08,0,4999.94,999,248,5000.1,0,4999.91,999,248,5000.07,0,5000.02,999,248,600,46988,580,46388,0.034482759,0.01293438,0.012503234,0.486157506,1.022224935,0,1,0.836671724,0.004978621,1.761559843,0.003448276,0.1,0.148571504,0,0.96943175,0.96943175,0.004978621,0.15886429,0.003298267,0.007286367,4.111656256,0.351939902,0.090037534,0.138613861,0.498233216,3.069354617,0.002433893,0.424529564,0.000840735,0.005044408,4.771604233,0.705829094,0.007892796,0.188419035,0.004333017,0.012481676,-1,0,-1,0,-512,-1,0,-1,0,0,2.998272884,0.013848866,2,3,0.012712329,1816.5,0.94329755,103,3530,3530,103,3530,103,3530,96.44153855,0.179642859,79.11650485,113.7665722,113.7665722,79.11650485,113.7665722,79.11650485,113.7665722,0.888527312,0.022906633,0.832803631,0.925087002,0.911078779,0.856779122,0.903415939,0.874156217,0.893757986,2.97E-06,3.706003197,0,0.000117693,5.50E-06,1.00E-09,6.61E-07,1.00E-08,8.30E-08,42.8065,15.5556,271.1,0.0714386,272,256,287,36.7272,0.10759,0.996516,0.0569801,8.8963,6.65558,269.985,0.0783084,271,254,288,33.8019,0.212319,1.0001,0.00561517,0.921928296,0.967382403,0.29,0,0.02,61.06,1.53,1.99,1.4,2.09,2.08,2
249,5000.08,0,4999.93,999,249,870.448,2,863.928,999,249,5000.06,0,4999.94,999,249,5000.13,0,5000.34,999,249,5000.07,0,4999.92,999,249,5000.1,0,5000.02,999,249,4841.06,2,4840.84,999,249,5000.04,0,4999.91,999,249,5000.07,0,4991.53,999,249,5000.11,0,4999.93,999,249,4173.5,2,4173.4,999,249,5000.04,0,5000.03,999,249,5000.1,0,5000.13,999,249,5000.05,0,4999.91,999,249,5000.08,0,4999.92,999,249,450,31962,435,31512,0.034482759,0.014280274,0.013804265,0.49016051,1.013398331,0,1,0.843655592,0.006554336,1.831118942,0.004597701,0.133333333,0.143140026,0,0.972296268,0.972296268,0.006554336,0.131254002,0.004633156,0.009044174,3.62075425,0.371535132,0.084806097,0.230769231,0.586466165,2.822461521,0.003342204,0.388155756,0.001332826,0.006664128,4.012174774,0.726929424,0.013772531,0,0.013772531,0.013772531,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1258.25,0.827218423,61,2321,2321,61,2321,387,2264,100.6289881,0.306814753,60.94573643,139.8061181,139.8061181,60.94573643,139.8061181,82.13114754,119.6329505,0.903691218,0.020331076,0.869848118,0.951768605,0.931419873,0.881641778,0.914553205,0.889455397,0.903920243,1.27E-05,1.759687141,2.00E-09,0.000203577,3.32E-05,9.80E-08,1.61E-05,3.04E-07,3.90E-06,7.08856,13.0641,204.33,0.0675062,204,191,218,36.1181,0.0870763,1.00077,0.0200008,2.4321,0.263071,204.262,0.0518249,204,191,218,30.3554,0.238769,0.999838,0.000122132,0.964304195,0.982611501,0.18,0,0.01,60.01,0.61,2.01,0.98,2.07,2.09,2
250,5000.1,0,5000.02,999,250,5000.11,0,4934.75,999,250,5000.12,0,5000.14,999,250,5000.07,0,4999.92,999,250,5000.11,0,5000.02,999,250,5000.07,0,4999.93,999,250,5000.1,0,5000.12,999,250,5000.07,0,4999.91,999,250,5000.05,0,4992.44,999,250,5000.05,0,4999.93,999,250,5000.04,0,4999.91,999,250,5000.01,0,4999.93,999,250,5000.12,0,5000.08,999,250,5000.1,0,5000.01,999,250,5000.1,0,5000.12,999,250,105,40110,105,40110,0,0,0.002617801,0.247559212,0.809516377,0,1,1.360930942,0.095188232,0.016179618,0.047619048,0.095238095,0.00823161,0,0,0,0.095188232,0.156208942,0.055098479,0.121914734,1.910252167,0.07321275,0.040234087,0.010859729,0.138650307,1.408756673,0.001069677,0.27986535,0.000573423,0.001944652,2.557507739,0.011368736,0.00259287,0,0.00259287,0.00259287,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1986.444444,0.183710842,1555,2671,2671,1555,2341,1686,1896,19.39965765,0.049540078,17.69839228,20.54062149,20.54062149,17.69839228,20.13071337,18.77182952,19.8054567,0.137211654,0.512937874,0.021222705,0.24278842,0.240275365,0.024466104,0.172044619,0.119928703,0.130295298,0.494182163,0.00141768,0.492862747,0.496137835,0.494814936,0.493176013,0.494584352,0.493854507,0.494176791,7.72458,0.168316,12.1547,0.185241,12,9,15,1.53384,0.359919,0.895407,0.0759847,6.91022,0.183616,12.0743,0.193419,12,9,15,0.924031,0.645659,0.868179,0.0794433,0.572605671,0.701290935,0.17,0.01,0.04,62.28,0.54,2,1.25,2.09,2.09,2
